tag,variant,tier,target,n_anomaly,n_total,detector,accuracy,fpr,precision,recall,f1,latency_s,auc_roc,auc_pr,event_detected,threshold,tp,tn,fp,fn
ecg_baseline_wander,1,easy,signal,1800,15000,ZScore,0.871,0.0102,0.0,0.0,0.0,,0.9381,0.6216,False,14916085714.284746,0,13065,135,1800
ecg_baseline_wander,1,easy,signal,1800,15000,RobustRollingZScore,0.8613,0.0214,0.007,0.0011,0.0019,2.042,0.4817,0.1104,True,1283638.20717,2,12917,283,1798
ecg_baseline_wander,1,easy,signal,1800,15000,IsolationForest,0.9788,0.0205,0.8665,0.9733,0.9168,0.0,0.9901,0.9227,True,0.622089,1752,12930,270,48
ecg_baseline_wander,1,easy,signal,1800,15000,Autoencoder,0.9675,0.0345,0.7952,0.9817,0.8787,0.642,0.9941,0.9645,True,0.913871,1767,12745,455,33
ecg_baseline_wander,1,easy,signal,1800,15000,LOF,0.9048,0.1066,0.5584,0.9883,0.7136,0.233,0.9945,0.9747,True,1.49728,1779,11793,1407,21
ecg_baseline_wander,2,easy,signal,1800,15000,ZScore,0.8691,0.0124,0.0,0.0,0.0,,0.9361,0.6271,False,14916085714.284746,0,13036,164,1800
ecg_baseline_wander,2,easy,signal,1800,15000,RobustRollingZScore,0.8611,0.0214,0.0,0.0,0.0,,0.5076,0.1166,False,1283638.20717,0,12917,283,1800
ecg_baseline_wander,2,easy,signal,1800,15000,IsolationForest,0.9777,0.0217,0.8596,0.9728,0.9127,0.836,0.988,0.9174,True,0.622089,1751,12914,286,49
ecg_baseline_wander,2,easy,signal,1800,15000,Autoencoder,0.9675,0.0355,0.7919,0.9894,0.8797,0.369,0.9927,0.961,True,0.913871,1781,12732,468,19
ecg_baseline_wander,2,easy,signal,1800,15000,LOF,0.8928,0.1206,0.5284,0.9911,0.6893,0.175,0.9936,0.9791,True,1.49728,1784,11608,1592,16
ecg_baseline_wander,1,medium,signal,5700,15000,ZScore,0.6093,0.0172,0.0,0.0,0.0,,0.9311,0.8659,False,14916085714.284746,0,9140,160,5700
ecg_baseline_wander,1,medium,signal,5700,15000,RobustRollingZScore,0.6053,0.0253,0.0562,0.0025,0.0047,6.222,0.4876,0.3527,True,1283638.20717,14,9065,235,5686
ecg_baseline_wander,1,medium,signal,5700,15000,IsolationForest,0.8539,0.0183,0.9558,0.6454,0.7706,0.35,0.9805,0.9396,True,0.622089,3679,9130,170,2021
ecg_baseline_wander,1,medium,signal,5700,15000,Autoencoder,0.9719,0.0403,0.9378,0.9919,0.9641,0.894,0.9954,0.9855,True,0.913871,5654,8925,375,46
ecg_baseline_wander,1,medium,signal,5700,15000,LOF,0.9222,0.1222,0.8331,0.9946,0.9067,0.253,0.9956,0.9926,True,1.49728,5669,8164,1136,31
ecg_baseline_wander,2,medium,signal,5700,15000,ZScore,0.611,0.0145,0.0,0.0,0.0,,0.9217,0.8572,False,14916085714.284746,0,9165,135,5700
ecg_baseline_wander,2,medium,signal,5700,15000,RobustRollingZScore,0.6075,0.0252,0.1643,0.0081,0.0154,7.0,0.4953,0.3698,True,1283638.20717,46,9066,234,5654
