tag,variant,tier,target,n_anomaly,n_total,detector,accuracy,fpr,precision,recall,f1,latency_s,auc_roc,auc_pr,event_detected,threshold,tp,tn,fp,fn
ecg_baseline_wander,1,easy,signal,1800,15000,ZScore,0.8727,0.0095,0.1135,0.0089,0.0165,1.594,0.7059,0.1783,True,66.3708,16,13075,125,1784
ecg_baseline_wander,1,easy,signal,1800,15000,RobustRollingZScore,0.8629,0.0195,0.0039,0.0006,0.001,0.214,0.4537,0.1008,True,4581336.652552,1,12943,257,1799
ecg_baseline_wander,1,easy,signal,1800,15000,IsolationForest,0.9111,0.0106,0.8123,0.3367,0.476,1.575,0.9429,0.7108,True,0.614019,606,13060,140,1194
ecg_baseline_wander,1,easy,signal,1800,15000,Autoencoder,0.9227,0.0101,0.8532,0.4294,0.5713,2.819,0.9259,0.7128,True,1.419945,773,13067,133,1027
ecg_baseline_wander,1,easy,signal,1800,15000,LOF,0.9323,0.0419,0.7074,0.7428,0.7247,0.661,0.9616,0.798,True,2.429979,1337,12647,553,463
ecg_baseline_wander,2,easy,signal,1800,15000,ZScore,0.8733,0.0091,0.1429,0.0111,0.0206,0.719,0.8004,0.2381,True,66.3708,20,13080,120,1780
ecg_baseline_wander,2,easy,signal,1800,15000,RobustRollingZScore,0.8641,0.018,0.0,0.0,0.0,,0.4864,0.1079,False,4581336.652552,0,12962,238,1800
ecg_baseline_wander,2,easy,signal,1800,15000,IsolationForest,0.9493,0.0113,0.8886,0.6606,0.7578,0.7,0.9756,0.8912,True,0.614019,1189,13051,149,611
ecg_baseline_wander,2,easy,signal,1800,15000,Autoencoder,0.9627,0.0123,0.8965,0.7794,0.8339,1.828,0.9776,0.9012,True,1.419945,1403,13038,162,397
ecg_baseline_wander,2,easy,signal,1800,15000,LOF,0.9451,0.0507,0.711,0.9144,0.8,1.653,0.9746,0.8993,True,2.429979,1646,12531,669,154
ecg_baseline_wander,1,medium,signal,5700,15000,ZScore,0.6183,0.0089,0.4113,0.0102,0.0199,2.411,0.6385,0.4406,True,66.3708,58,9217,83,5642
