node_id,node_type,label
PC1,feature,PC1
PC2,feature,PC2
PC3,feature,PC3
PC4,feature,PC4
PC5,feature,PC5
PC6,feature,PC6
PC7,feature,PC7
PC8,feature,PC8
PC9,feature,PC9
PC10,feature,PC10
PC11,feature,PC11
PC12,feature,PC12
PC13,feature,PC13
PC14,feature,PC14
PC15,feature,PC15
PC16,feature,PC16
PC17,feature,PC17
PC18,feature,PC18
PC19,feature,PC19
PC20,feature,PC20
PC21,feature,PC21
PC22,feature,PC22
