tag,variant,tier,target,n_anomaly,n_total,detector,accuracy,fpr,precision,recall,f1,latency_s,auc_roc,auc_pr,event_detected,threshold,tp,tn,fp,fn
ecg_baseline_wander,1,easy,signal,1800,15000,ZScore,0.8649,0.0219,0.1766,0.0344,0.0576,1.031,0.7937,0.2386,True,22.265245,62,12911,289,1738
ecg_baseline_wander,1,easy,signal,1800,15000,RobustRollingZScore,0.8094,0.0803,0.0009,0.0006,0.0007,8.517,0.4616,0.1046,True,733341.451,1,12140,1060,1799
ecg_baseline_wander,1,easy,signal,1800,15000,IsolationForest,0.9221,0.0158,0.8008,0.4667,0.5897,1.031,0.9679,0.7522,True,0.581337,840,12991,209,960
ecg_baseline_wander,1,easy,signal,1800,15000,Autoencoder,0.9454,0.0102,0.8927,0.6194,0.7314,0.992,0.9657,0.8307,True,1.083276,1115,13066,134,685
ecg_baseline_wander,1,easy,signal,1800,15000,LOF,0.9439,0.0282,0.7814,0.7389,0.7596,0.019,0.9713,0.8361,True,2.433308,1330,12828,372,470
ecg_baseline_wander,2,easy,signal,1800,15000,ZScore,0.8593,0.0251,0.057,0.0111,0.0186,1.517,0.7702,0.2125,True,22.265245,20,12869,331,1780
ecg_baseline_wander,2,easy,signal,1800,15000,RobustRollingZScore,0.8051,0.0855,0.0044,0.0028,0.0034,10.267,0.4957,0.1114,True,733341.451,5,12071,1129,1795
ecg_baseline_wander,2,easy,signal,1800,15000,IsolationForest,0.8881,0.017,0.6066,0.1928,0.2926,1.517,0.9659,0.6478,True,0.581337,347,12975,225,1453
ecg_baseline_wander,2,easy,signal,1800,15000,Autoencoder,0.9279,0.0105,0.8612,0.4756,0.6127,1.458,0.9625,0.7872,True,1.083276,856,13062,138,944
ecg_baseline_wander,2,easy,signal,1800,15000,LOF,0.944,0.0352,0.754,0.7917,0.7724,0.564,0.9682,0.8071,True,2.433308,1425,12735,465,375
ecg_baseline_wander,1,medium,signal,5700,15000,ZScore,0.6109,0.0262,0.3048,0.0188,0.0354,1.556,0.7154,0.4924,True,22.265245,107,9056,244,5593
ecg_baseline_wander,1,medium,signal,5700,15000,RobustRollingZScore,0.5698,0.0827,0.0204,0.0028,0.0049,0.019,0.5114,0.3598,True,733341.451,16,8531,769,5684
ecg_baseline_wander,1,medium,signal,5700,15000,IsolationForest,0.6723,0.0183,0.8489,0.1675,0.2799,0.331,0.9342,0.8338,True,0.581337,955,9130,170,4745
ecg_baseline_wander,1,medium,signal,5700,15000,Autoencoder,0.726,0.0105,0.9451,0.2961,0.451,1.808,0.8886,0.8242,True,1.083276,1688,9202,98,4012
ecg_baseline_wander,1,medium,signal,5700,15000,LOF,0.7992,0.0194,0.9409,0.5032,0.6557,0.622,0.9392,0.9003,True,2.433308,2868,9120,180,2832
ecg_baseline_wander,2,medium,signal,5700,15000,ZScore,0.612,0.0253,0.3286,0.0202,0.038,0.272,0.726,0.5015,True,22.265245,115,9065,235,5585
ecg_baseline_wander,2,medium,signal,5700,15000,RobustRollingZScore,0.5723,0.083,0.0676,0.0098,0.0172,7.544,0.4971,0.3534,True,733341.451,56,8528,772,5644
ecg_baseline_wander,2,medium,signal,5700,15000,IsolationForest,0.6904,0.0171,0.8843,0.2132,0.3435,0.272,0.9336,0.8472,True,0.581337,1215,9141,159,4485
ecg_baseline_wander,2,medium,signal,5700,15000,Autoencoder,0.7387,0.0103,0.9513,0.3293,0.4892,1.128,0.8901,0.8291,True,1.083276,1877,9204,96,3823
ecg_baseline_wander,2,medium,signal,5700,15000,LOF,0.7981,0.0137,0.9566,0.4909,0.6488,0.156,0.9513,0.9225,True,2.433308,2798,9173,127,2902
ecg_baseline_wander,1,hard,signal,9300,15000,ZScore,0.3865,0.0223,0.6382,0.0241,0.0464,3.092,0.6696,0.6929,True,22.265245,224,5573,127,9076
ecg_baseline_wander,1,hard,signal,9300,15000,RobustRollingZScore,0.3727,0.0814,0.4328,0.0381,0.07,0.681,0.5416,0.6194,True,733341.451,354,5236,464,8946
ecg_baseline_wander,1,hard,signal,9300,15000,IsolationForest,0.4183,0.0172,0.8729,0.0724,0.1337,1.342,0.832,0.8572,True,0.581337,673,5602,98,8627
ecg_baseline_wander,1,hard,signal,9300,15000,Autoencoder,0.473,0.0068,0.9735,0.1542,0.2662,4.881,0.8015,0.8564,True,1.083276,1434,5661,39,7866
ecg_baseline_wander,1,hard,signal,9300,15000,LOF,0.6181,0.0186,0.972,0.3955,0.5622,1.322,0.8899,0.9265,True,2.433308,3678,5594,106,5622
ecg_baseline_wander,2,hard,signal,9300,15000,ZScore,0.3856,0.0233,0.62,0.0233,0.045,1.186,0.5981,0.628,True,22.265245,217,5567,133,9083
ecg_baseline_wander,2,hard,signal,9300,15000,RobustRollingZScore,0.3435,0.1132,0.1319,0.0105,0.0195,2.314,0.517,0.5914,True,733341.451,98,5055,645,9202
ecg_baseline_wander,2,hard,signal,9300,15000,IsolationForest,0.3882,0.0175,0.6904,0.024,0.0463,1.186,0.8407,0.8359,True,0.581337,223,5600,100,9077
ecg_baseline_wander,2,hard,signal,9300,15000,Autoencoder,0.3907,0.0105,0.7865,0.0238,0.0461,1.711,0.7252,0.7584,True,1.083276,221,5640,60,9079
ecg_baseline_wander,2,hard,signal,9300,15000,LOF,0.5113,0.0112,0.9695,0.2187,0.3569,1.244,0.9221,0.9387,True,2.433308,2034,5636,64,7266
ecg_electrode_dropout,1,easy,signal,1800,15000,ZScore,0.8649,0.0219,0.1766,0.0344,0.0576,0.331,0.8348,0.4308,True,22.265245,62,12911,289,1738
ecg_electrode_dropout,1,easy,signal,1800,15000,RobustRollingZScore,0.8128,0.0777,0.0172,0.01,0.0127,1.847,0.3375,0.0914,True,733341.451,18,12174,1026,1782
ecg_electrode_dropout,1,easy,signal,1800,15000,IsolationForest,0.87,0.0157,0.2159,0.0317,0.0552,1.4,0.9026,0.4114,True,0.581337,57,12993,207,1743
ecg_electrode_dropout,1,easy,signal,1800,15000,Autoencoder,0.8721,0.0105,0.1313,0.0117,0.0214,1.769,0.8208,0.2693,True,1.083276,21,13061,139,1779
ecg_electrode_dropout,1,easy,signal,1800,15000,LOF,0.8809,0.0242,0.51,0.1844,0.2709,0.0,0.9276,0.527,True,2.433308,332,12881,319,1468
ecg_electrode_dropout,2,easy,signal,1800,15000,ZScore,0.857,0.0261,0.0,0.0,0.0,,0.8479,0.4332,False,22.265245,0,12855,345,1800
ecg_electrode_dropout,2,easy,signal,1800,15000,RobustRollingZScore,0.8095,0.0831,0.0343,0.0217,0.0266,1.342,0.3397,0.0853,True,733341.451,39,12103,1097,1761
ecg_electrode_dropout,2,easy,signal,1800,15000,IsolationForest,0.8648,0.0175,0.0128,0.0017,0.0029,1.847,0.9332,0.4949,True,0.581337,3,12969,231,1797
ecg_electrode_dropout,2,easy,signal,1800,15000,Autoencoder,0.8729,0.0092,0.1095,0.0083,0.0155,1.789,0.6866,0.1627,True,1.083276,15,13078,122,1785
ecg_electrode_dropout,2,easy,signal,1800,15000,LOF,0.8597,0.0264,0.1122,0.0244,0.0401,1.556,0.8497,0.2971,True,2.433308,44,12852,348,1756
