tag,variant,tier,target,n_anomaly,n_total,detector,accuracy,fpr,precision,recall,f1,latency_s,auc_roc,auc_pr,event_detected,threshold,tp,tn,fp,fn
ecg_baseline_wander,1,easy,signal,1800,15000,ZScore,0.765,0.1316,0.0069,0.0067,0.0068,0.467,0.8573,0.4769,True,1734428571.428459,12,11463,1737,1788
ecg_baseline_wander,1,easy,signal,1800,15000,RobustRollingZScore,0.8589,0.0252,0.0432,0.0083,0.014,0.506,0.3948,0.0943,True,552203.779601,15,12868,332,1785
ecg_baseline_wander,1,easy,signal,1800,15000,IsolationForest,0.958,0.0445,0.7494,0.9767,0.848,0.447,0.9835,0.8452,True,0.567908,1758,12612,588,42
ecg_baseline_wander,1,easy,signal,1800,15000,Autoencoder,0.9322,0.0759,0.6405,0.9917,0.7783,0.292,0.9924,0.9408,True,0.428244,1785,12198,1002,15
ecg_baseline_wander,1,easy,signal,1800,15000,LOF,0.9451,0.0552,0.7007,0.9467,0.8053,0.311,0.9857,0.9095,True,1.544028,1704,12472,728,96
ecg_baseline_wander,2,easy,signal,1800,15000,ZScore,0.763,0.133,0.0,0.0,0.0,,0.8548,0.4744,False,1734428571.428459,0,11445,1755,1800
ecg_baseline_wander,2,easy,signal,1800,15000,RobustRollingZScore,0.8581,0.0249,0.0,0.0,0.0,,0.4262,0.099,False,552203.779601,0,12871,329,1800
ecg_baseline_wander,2,easy,signal,1800,15000,IsolationForest,0.9585,0.0445,0.7502,0.9811,0.8503,0.661,0.9871,0.8564,True,0.567908,1766,12612,588,34
ecg_baseline_wander,2,easy,signal,1800,15000,Autoencoder,0.9312,0.0771,0.6369,0.9922,0.7758,0.272,0.9949,0.9327,True,0.428244,1786,12182,1018,14
ecg_baseline_wander,2,easy,signal,1800,15000,LOF,0.9286,0.0801,0.6282,0.9922,0.7693,0.214,0.9936,0.9534,True,1.544028,1786,12143,1057,14
ecg_baseline_wander,1,medium,signal,5700,15000,ZScore,0.5478,0.1244,0.0601,0.013,0.0214,1.944,0.833,0.7619,True,1734428571.428459,74,8143,1157,5626
ecg_baseline_wander,1,medium,signal,5700,15000,RobustRollingZScore,0.6172,0.0234,0.4467,0.0309,0.0578,1.944,0.4498,0.3484,True,552203.779601,176,9082,218,5524
