tag,variant,tier,target,n_anomaly,n_total,detector,accuracy,fpr,precision,recall,f1,latency_s,auc_roc,auc_pr,event_detected,threshold,tp,tn,fp,fn
clim_sensor_drift,1,easy,signal,3128,26063,ZScore,0.8515,0.0422,0.1898,0.0726,0.105,18600.0,0.5512,0.139,True,140520833.333333,227,21966,969,2901
clim_sensor_drift,1,easy,signal,3128,26063,RobustRollingZScore,0.8641,0.0224,0.1629,0.032,0.0534,117600.0,0.5311,0.1298,True,3205947.742816,100,22421,514,3028
clim_sensor_drift,1,easy,signal,3128,26063,IsolationForest,0.8717,0.0123,0.192,0.0214,0.0385,618000.0,0.8102,0.2975,True,0.624224,67,22653,282,3061
clim_sensor_drift,1,easy,signal,3128,26063,Autoencoder,0.8671,0.028,0.3221,0.0975,0.1497,144000.0,0.8417,0.3297,True,1.082342,305,22293,642,2823
clim_sensor_drift,1,easy,signal,3128,26063,LOF,0.8454,0.1021,0.3809,0.4604,0.4168,1800.0,0.8196,0.3359,True,1.652426,1440,20594,2341,1688
clim_sensor_drift,2,easy,signal,3128,26063,ZScore,0.847,0.041,0.0802,0.0262,0.0395,54000.0,0.5763,0.1423,True,140520833.333333,82,21994,941,3046
clim_sensor_drift,2,easy,signal,3128,26063,RobustRollingZScore,0.8618,0.0237,0.114,0.0224,0.0374,37200.0,0.6002,0.1564,True,3205947.742816,70,22391,544,3058
clim_sensor_drift,2,easy,signal,3128,26063,IsolationForest,0.8703,0.0121,0.0797,0.0077,0.014,531600.0,0.6115,0.1536,True,0.624224,24,22658,277,3104
clim_sensor_drift,2,easy,signal,3128,26063,Autoencoder,0.8522,0.0337,0.0607,0.016,0.0253,996600.0,0.5854,0.1314,True,1.082342,50,22161,774,3078
clim_sensor_drift,2,easy,signal,3128,26063,LOF,0.7908,0.134,0.1959,0.2395,0.2155,170400.0,0.5764,0.1609,True,1.652426,749,19861,3074,2379
clim_sensor_drift,1,medium,signal,9904,26063,ZScore,0.6122,0.0409,0.4093,0.0462,0.0831,32400.0,0.592,0.4407,True,140520833.333333,458,15498,661,9446
clim_sensor_drift,1,medium,signal,9904,26063,RobustRollingZScore,0.6181,0.0205,0.4593,0.0285,0.0536,72000.0,0.5771,0.4351,True,3205947.742816,282,15827,332,9622
clim_sensor_drift,1,medium,signal,9904,26063,IsolationForest,0.6115,0.0162,0.1353,0.0041,0.008,1723200.0,0.5562,0.3952,True,0.624224,41,15897,262,9863
clim_sensor_drift,1,medium,signal,9904,26063,Autoencoder,0.613,0.0316,0.3909,0.0331,0.0611,983400.0,0.612,0.4319,True,1.082342,328,15648,511,9576
clim_sensor_drift,1,medium,signal,9904,26063,LOF,0.5619,0.1423,0.2547,0.0794,0.121,18000.0,0.4908,0.3522,True,1.652426,786,13859,2300,9118
clim_sensor_drift,2,medium,signal,9904,26063,ZScore,0.605,0.0461,0.3215,0.0356,0.0642,301200.0,0.5791,0.4258,True,140520833.333333,353,15414,745,9551
clim_sensor_drift,2,medium,signal,9904,26063,RobustRollingZScore,0.6158,0.0224,0.4104,0.0254,0.0479,69000.0,0.5766,0.4358,True,3205947.742816,252,15797,362,9652
clim_sensor_drift,2,medium,signal,9904,26063,IsolationForest,0.6123,0.0154,0.1616,0.0048,0.0094,1039200.0,0.6539,0.4725,True,0.624224,48,15910,249,9856
clim_sensor_drift,2,medium,signal,9904,26063,Autoencoder,0.6201,0.027,0.5017,0.0443,0.0815,299400.0,0.6836,0.5051,True,1.082342,439,15723,436,9465
clim_sensor_drift,2,medium,signal,9904,26063,LOF,0.653,0.1183,0.5917,0.2798,0.3799,96000.0,0.6372,0.5093,True,1.652426,2771,14247,1912,7133
clim_sensor_drift,1,hard,signal,16159,26063,ZScore,0.3895,0.0444,0.6099,0.0426,0.0796,208800.0,0.5529,0.6502,True,140520833.333333,688,9464,440,15471
clim_sensor_drift,1,hard,signal,16159,26063,RobustRollingZScore,0.3923,0.0148,0.7606,0.0289,0.0557,328200.0,0.57,0.6725,True,3205947.742816,467,9757,147,15692
clim_sensor_drift,1,hard,signal,16159,26063,IsolationForest,0.3762,0.0226,0.3563,0.0077,0.015,294600.0,0.4991,0.6172,True,0.624224,124,9680,224,16035
clim_sensor_drift,1,hard,signal,16159,26063,Autoencoder,0.3879,0.0356,0.6129,0.0346,0.0655,1236000.0,0.5524,0.6379,True,1.082342,559,9551,353,15600
clim_sensor_drift,1,hard,signal,16159,26063,LOF,0.4099,0.1702,0.5938,0.1525,0.2427,184800.0,0.4877,0.6006,True,1.652426,2465,8218,1686,13694
clim_sensor_drift,2,hard,signal,16159,26063,ZScore,0.4005,0.0296,0.7382,0.0511,0.0956,423000.0,0.6321,0.7081,True,140520833.333333,826,9611,293,15333
clim_sensor_drift,2,hard,signal,16159,26063,RobustRollingZScore,0.3881,0.0203,0.6726,0.0256,0.0492,480000.0,0.5621,0.66,True,3205947.742816,413,9703,201,15746
clim_sensor_drift,2,hard,signal,16159,26063,IsolationForest,0.3738,0.0234,0.2343,0.0044,0.0086,132000.0,0.6625,0.703,True,0.624224,71,9672,232,16088
clim_sensor_drift,2,hard,signal,16159,26063,Autoencoder,0.4005,0.0157,0.8161,0.0426,0.0809,129000.0,0.7582,0.7958,True,1.082342,688,9749,155,15471
clim_sensor_drift,2,hard,signal,16159,26063,LOF,0.4305,0.0894,0.7132,0.1362,0.2287,73200.0,0.6552,0.707,True,1.652426,2201,9019,885,13958
clim_stuck_sensor,1,easy,signal,3128,26063,ZScore,0.9636,0.0404,0.7703,0.993,0.8676,13200.0,0.9973,0.9944,True,140520833.333333,3106,22009,926,22
clim_stuck_sensor,1,easy,signal,3128,26063,RobustRollingZScore,0.8617,0.0238,0.1124,0.0221,0.0369,0.0,0.5404,0.1297,True,3205947.742816,69,22390,545,3059
clim_stuck_sensor,1,easy,signal,3128,26063,IsolationForest,0.988,0.0127,0.9141,0.993,0.9519,13200.0,0.9943,0.9657,True,0.624224,3106,22643,292,22
clim_stuck_sensor,1,easy,signal,3128,26063,Autoencoder,0.9774,0.0252,0.8437,0.9958,0.9135,7800.0,0.9977,0.9894,True,1.082342,3115,22358,577,13
clim_stuck_sensor,1,easy,signal,3128,26063,LOF,0.9083,0.1033,0.5674,0.9933,0.7222,12000.0,0.9969,0.9668,True,1.652426,3107,20566,2369,21
clim_stuck_sensor,2,easy,signal,3128,26063,ZScore,0.9593,0.0453,0.7492,0.993,0.854,13200.0,0.9961,0.9898,True,140520833.333333,3106,21895,1040,22
clim_stuck_sensor,2,easy,signal,3128,26063,RobustRollingZScore,0.8623,0.0235,0.1238,0.0243,0.0406,32400.0,0.5748,0.1453,True,3205947.742816,76,22397,538,3052
clim_stuck_sensor,2,easy,signal,3128,26063,IsolationForest,0.988,0.0127,0.9141,0.993,0.9519,13200.0,0.9971,0.9591,True,0.624224,3106,22643,292,22
clim_stuck_sensor,2,easy,signal,3128,26063,Autoencoder,0.9711,0.0323,0.8078,0.9958,0.892,7800.0,0.9985,0.9871,True,1.082342,3115,22194,741,13
clim_stuck_sensor,2,easy,signal,3128,26063,LOF,0.8848,0.1299,0.5104,0.993,0.6742,13200.0,0.9933,0.9883,True,1.652426,3106,19955,2980,22
clim_stuck_sensor,1,medium,signal,9904,26063,ZScore,0.6138,0.0396,0.4281,0.0484,0.0869,154200.0,0.5081,0.402,True,140520833.333333,479,15519,640,9425
clim_stuck_sensor,1,medium,signal,9904,26063,RobustRollingZScore,0.6169,0.0215,0.4349,0.027,0.0508,10200.0,0.4869,0.3754,True,3205947.742816,267,15812,347,9637
clim_stuck_sensor,1,medium,signal,9904,26063,IsolationForest,0.6257,0.0043,0.7569,0.022,0.0428,81000.0,0.2399,0.2753,True,0.624224,218,16089,70,9686
clim_stuck_sensor,1,medium,signal,9904,26063,Autoencoder,0.5963,0.0433,0.1038,0.0082,0.0152,151200.0,0.3325,0.2842,True,1.082342,81,15460,699,9823
clim_stuck_sensor,1,medium,signal,9904,26063,LOF,0.5166,0.1789,0.0632,0.0197,0.03,22200.0,0.2554,0.2612,True,1.652426,195,13268,2891,9709
clim_stuck_sensor,2,medium,signal,9904,26063,ZScore,0.9772,0.0355,0.9452,0.9979,0.9708,12600.0,0.9973,0.9972,True,140520833.333333,9883,15586,573,21
clim_stuck_sensor,2,medium,signal,9904,26063,RobustRollingZScore,0.6161,0.0222,0.4169,0.0258,0.0487,412200.0,0.5209,0.3937,True,3205947.742816,256,15801,358,9648
clim_stuck_sensor,2,medium,signal,9904,26063,IsolationForest,0.6108,0.0164,0.0893,0.0026,0.0051,124200.0,0.7147,0.498,True,0.624224,26,15894,265,9878
clim_stuck_sensor,2,medium,signal,9904,26063,Autoencoder,0.9898,0.016,0.9745,0.9994,0.9868,3600.0,0.9996,0.9997,True,1.082342,9898,15900,259,6
