timestamp,FSW_DB_VER,DAY,HOUR,MINUTE,SECOND,SC_ID,CMD_RCV_CNT,CMD_ACC_CNT,CMD_REJ_CNT,CMD_INC_CNT,PAYLOAD_STATUS,PLATFORM_PWR_STATUS,ADCS_PWR_STATUS,PAYLOAD_PWR_STATUS,SPR_PWR_STATUS,SOLAR_V,SOLAR_S,EXT_V,EXT_S,BATT_CHR_V,BATT_CHR_I,BATT_CHR_STATUS,SYS_V,SYS_I,SPR_V,SPR_I,PLAT_5V_V,PLAT_5V_I,ADCS_5V_V,ADCS_5V_I,PAYLOAD_5V_V,PAYLOAD_5V_I,OBC_PWR_V,OBC_PWR_I,ADCS_PROC_PWR_V,ADCS_PROC_PWR_I,ADCS_PER_PWR_V,ADCS_PER_PWR_I,COMMS_PWR_V,COMMS_PWR_I,TEMP_SOLAR,TEMP_EPS,TEMP_BATTERY,TEMP_BACKPLANE,TEMP_OBDH,TEMP_ADCS,TEMP_WHEEL,TEMP_COMMS,TEMP_PAYLOAD,TEMP_EPS_L,TEMP_OBDH_L,TEMP_ADCS_L,TEMP_WHEEL_L,TEMP_COMMS_L,TEMP_PAYLOAD_L,FREQ,RSSI,TX_POWER,FRAME_ERR,TEMP_THERM_EXP_L,THERMISTOR_ROD_1,THERMISTOR_ROD_2,THERMISTOR_ROD_3,THERMISTOR_ROD_4,THERMISTOR_ROD_5,THERMISTOR_ROD_6,THERMISTOR_ROD_7,THERMISTOR_ROD_8,THERMISTOR_ROD_9,THERMISTOR_ROD_10,THERMISTOR_ROD_11,THERMISTOR_ROD_12,THERMISTOR_ROD_13,THERMISTOR_ROD_14,THERMISTOR_ROD_15,THERMISTOR_ROD_16,THERMISTOR_BATH_1,THERMISTOR_BATH_2,THERMISTOR_BATH_3,THERMISTOR_EXP3,THERMISTOR_HEATER,THERMAL_EXP_SW_VERSION,OBC_SW_VERSION,PWR_SW_VERSION,COMMS_SW_VERSION,ADCS_SW_VERSION,ACTUATOR_SW_VERSION,elapsed_s,PWR_SYS,PWR_PLAT_5V,PWR_OBC_PWR,PWR_COMMS_PWR,_has_stuck_thermistor,run_name,anomaly,anomaly_type
2000-01-01 00:00:00.000,5.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.333,0.0,0.0,0.0,8.331,-212.0,0.0,8.225,195.0,0.0,0.0,4.985,104.0,0.082,1.0,0.682,0.0,4.955,201.0,0.0,0.0,0.0,0.0,4.98,60.0,23.45446,23.22355,23.28083,22.70087,23.859,23.07498,22.90135,23.55291,23.15374,23.0,23.0,0.0,0.0,23.0,0.0,910.25,0.0,2.0,0.0,0.0,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,74.309649,74.309649,74.309649,74.309649,0.0,0.0,100.0,101.0,102.0,0.0,0.0,0.0,1603.875,518.44,995.955,298.8,True,AccelerometerTest_2,False,
2000-01-01 00:00:00.349,5.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.333,0.0,0.0,0.0,8.331,-212.0,0.0,8.226,195.0,0.0,0.0,4.986,102.0,0.083,0.0,0.682,0.0,4.956,183.0,0.0,0.0,0.0,0.0,4.98,60.0,23.45446,23.22534,23.27546,22.69729,23.8948,23.07319,22.91388,23.56902,23.15016,23.0,23.0,0.0,0.0,23.0,0.0,910.25,0.0,2.0,0.0,0.0,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,74.309649,74.309649,74.309649,74.309649,0.0,0.0,100.0,101.0,102.0,0.0,0.0,0.349,1604.0700000000002,508.572,906.9480000000001,298.8,True,AccelerometerTest_2,False,
2000-01-01 00:00:00.800,5.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.333,0.0,0.0,0.0,8.331,-212.0,0.0,8.225,195.0,0.0,0.0,4.986,255.0,0.085,1.0,0.682,0.0,4.953,202.0,0.0,0.0,0.0,0.0,4.978,58.0,23.45088,23.22355,23.28262,22.6955,23.95208,23.0714,22.91388,23.57618,23.14658,23.0,23.0,0.0,0.0,23.0,0.0,910.25,0.0,2.0,0.0,0.0,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,74.309649,74.309649,74.309649,74.309649,0.0,0.0,100.0,101.0,102.0,0.0,0.0,0.8,1603.875,1271.4299999999998,1000.5060000000001,288.724,True,AccelerometerTest_2,False,
2000-01-01 00:00:01.500,5.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.333,0.0,0.0,0.0,8.331,-212.0,0.0,8.225,196.0,0.0,0.0,4.986,105.0,0.087,0.0,0.683,0.0,4.953,188.0,0.0,0.0,0.0,0.0,4.978,58.0,23.46341,23.23429,23.27904,22.6955,23.96461,23.0714,22.90672,23.59408,23.15374,23.0,23.0,0.0,0.0,23.0,0.0,910.25,0.0,2.0,0.0,0.0,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,74.309649,74.309649,74.309649,74.309649,0.0,0.0,100.0,101.0,102.0,0.0,0.0,1.5,1612.1,523.53,931.1640000000001,288.724,True,AccelerometerTest_2,False,
2000-01-01 00:00:01.850,5.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.333,0.0,0.0,0.0,8.331,-212.0,0.0,8.225,195.0,0.0,0.0,4.986,255.0,0.088,2.0,0.682,0.0,4.955,202.0,0.0,0.0,0.0,0.0,4.978,58.0,23.45983,23.2325,23.28978,22.69729,24.01473,23.06603,22.91388,23.60124,23.143,23.0,23.0,0.0,0.0,23.0,0.0,910.25,0.0,2.0,0.0,0.0,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,74.309649,74.309649,74.309649,74.309649,0.0,0.0,100.0,101.0,102.0,0.0,0.0,1.85,1603.875,1271.4299999999998,1000.91,288.724,True,AccelerometerTest_2,False,
2000-01-01 00:00:02.300,5.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.333,1.0,0.0,0.0,8.331,-212.0,0.0,8.223,196.0,0.0,0.0,4.987,252.0,0.088,2.0,0.683,0.0,4.955,190.0,0.0,0.0,0.0,0.0,4.978,58.0,23.45625,23.23608,23.29157,22.70803,24.05232,23.07498,22.90493,23.60482,23.15016,23.0,23.0,0.0,0.0,23.0,0.0,910.25,0.0,2.0,0.0,0.0,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,74.309649,74.309649,74.309649,74.309649,0.0,0.0,100.0,101.0,102.0,0.0,0.0,2.3,1611.708,1256.724,941.45,288.724,True,AccelerometerTest_2,False,
2000-01-01 00:00:03.003,5.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.333,0.0,0.0,0.0,8.331,-212.0,0.0,8.225,192.0,0.0,0.0,4.986,252.0,0.09,1.0,0.682,0.0,4.955,201.0,0.0,0.0,0.0,0.0,4.98,58.0,23.45625,23.23787,23.29336,22.6955,24.08633,23.07498,22.90672,23.61914,23.14658,23.0,23.0,0.0,0.0,23.0,0.0,910.25,0.0,2.0,0.0,0.0,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,74.309649,74.309649,74.309649,74.309649,0.0,0.0,100.0,101.0,102.0,0.0,0.0,3.003,1579.1999999999998,1256.472,995.955,288.84000000000003,True,AccelerometerTest_2,False,
2000-01-01 00:00:03.353,5.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.333,1.0,0.0,0.0,8.331,-212.0,0.0,8.225,193.0,0.0,0.0,4.986,253.0,0.091,1.0,0.681,0.0,4.956,190.0,0.0,0.0,0.0,0.0,4.98,58.0,23.4652,23.24503,23.29336,22.70087,24.12571,23.0714,22.90851,23.62988,23.14479,23.0,23.0,0.0,0.0,23.0,0.0,910.25,0.0,2.0,0.0,0.0,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,74.309649,74.309649,74.309649,74.309649,0.0,0.0,100.0,101.0,102.0,0.0,0.0,3.353,1587.425,1261.4579999999999,941.6400000000001,288.84000000000003,True,AccelerometerTest_2,False,
2000-01-01 00:00:03.804,5.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.333,0.0,0.0,0.0,8.331,-212.0,0.0,8.223,193.0,0.0,0.0,4.987,255.0,0.092,0.0,0.683,0.0,4.953,201.0,0.0,0.0,0.0,0.0,4.98,58.0,23.4652,23.23966,23.28978,22.69192,24.17404,23.08035,22.90851,23.63704,23.14658,23.0,23.0,0.0,0.0,23.0,0.0,910.25,0.0,2.0,0.0,0.0,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,74.309649,74.309649,74.309649,74.309649,0.0,0.0,100.0,101.0,102.0,0.0,0.0,3.804,1587.0390000000002,1271.685,995.5530000000001,288.84000000000003,True,AccelerometerTest_2,False,
2000-01-01 00:00:04.255,5.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.333,0.0,0.0,0.0,8.331,-212.0,0.0,8.222,193.0,0.0,0.0,4.986,255.0,0.091,1.0,0.682,0.0,4.956,190.0,0.0,0.0,0.0,0.0,4.98,58.0,23.4652,23.24145,23.29336,22.70266,24.20268,23.06961,22.90672,23.64778,23.15195,23.0,23.0,0.0,0.0,23.0,0.0,910.25,0.0,2.0,0.0,0.0,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,74.309649,74.309649,74.309649,74.309649,0.0,0.0,100.0,101.0,102.0,0.0,0.0,4.255,1586.846,1271.4299999999998,941.6400000000001,288.84000000000003,True,AccelerometerTest_2,False,
2000-01-01 00:00:04.804,5.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.333,0.0,0.0,0.0,8.331,-212.0,0.0,8.22,195.0,0.0,0.0,4.986,253.0,0.093,0.0,0.683,0.0,4.958,200.0,0.0,0.0,0.0,0.0,4.98,60.0,23.46162,23.2504,23.29336,22.70087,24.25101,23.07498,22.90851,23.65852,23.15374,23.0,23.0,0.0,0.0,23.0,0.0,910.25,0.0,2.0,0.0,0.0,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,74.309649,74.309649,74.309649,74.309649,0.0,0.0,100.0,101.0,102.0,0.0,0.0,4.804,1602.9,1261.4579999999999,991.6,298.8,True,AccelerometerTest_2,False,
2000-01-01 00:00:05.505,5.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.333,0.0,0.0,0.0,8.331,-212.0,0.0,8.223,197.0,0.0,0.0,4.987,101.0,0.095,0.0,0.682,0.0,4.955,190.0,0.0,0.0,0.0,0.0,4.98,60.0,23.46699,23.25398,23.31305,22.69192,24.29934,23.07498,22.91209,23.66389,23.15911,23.0,23.0,0.0,0.0,23.0,0.0,910.25,0.0,2.0,0.0,0.0,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,74.309649,74.309649,74.309649,74.309649,0.0,0.0,100.0,101.0,102.0,0.0,0.0,5.505,1619.931,503.687,941.45,298.8,True,AccelerometerTest_2,False,
2000-01-01 00:00:05.856,5.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.333,0.0,0.0,0.0,8.331,-212.0,0.0,8.221,197.0,0.0,0.0,4.986,101.0,0.095,1.0,0.682,0.0,4.958,201.0,0.0,0.0,0.0,0.0,4.98,60.0,23.45804,23.26114,23.31663,22.70445,24.30471,23.07319,22.91209,23.67642,23.15374,23.0,23.0,0.0,0.0,23.0,0.0,910.25,0.0,2.0,0.0,0.0,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,74.309649,74.309649,74.309649,74.309649,0.0,0.0,100.0,101.0,102.0,0.0,0.0,5.856,1619.537,503.58599999999996,996.558,298.8,True,AccelerometerTest_2,False,
2000-01-01 00:00:06.311,5.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.333,0.0,0.0,0.0,8.331,-212.0,0.0,8.223,196.0,0.0,0.0,4.985,100.0,0.096,1.0,0.682,1.0,4.955,191.0,0.0,0.0,0.0,0.0,4.98,60.0,23.45088,23.27009,23.31305,22.70803,24.33335,23.06424,22.9103,23.67821,23.15016,23.0,23.0,0.0,0.0,23.0,0.0,910.25,0.0,2.0,0.0,0.0,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,74.309649,74.309649,74.309649,74.309649,0.0,0.0,100.0,101.0,102.0,0.0,0.0,6.311,1611.708,498.50000000000006,946.405,298.8,True,AccelerometerTest_2,False,
2000-01-01 00:00:07.011,5.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.333,0.0,0.0,0.0,8.331,-212.0,0.0,8.22,196.0,0.0,0.0,4.986,101.0,0.097,0.0,0.683,0.0,4.957,201.0,0.0,0.0,0.0,0.0,4.98,58.0,23.46699,23.25756,23.31663,22.70266,24.38526,23.08035,22.90493,23.69611,23.14837,23.0,23.5,0.0,0.0,23.0,0.0,910.25,0.0,2.0,0.0,0.0,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,77.180115,74.309649,74.309649,74.309649,74.309649,0.0,0.0,100.0,101.0,102.0,0.0,0.0,7.011,1611.1200000000001,503.58599999999996,996.357,288.84000000000003,True,AccelerometerTest_2,False,
