tag,variant,tier,target,n_anomaly,n_total,detector,accuracy,fpr,precision,recall,f1,latency_s,auc_roc,auc_pr,event_detected,threshold,tp,tn,fp,fn
clim_sensor_drift,1,easy,signal,3128,26064,ZScore,0.8778,0.0068,0.3849,0.031,0.0574,84600.0,0.6243,0.1822,True,168625000.0,97,22781,155,3031
clim_sensor_drift,1,easy,signal,3128,26064,RobustRollingZScore,0.8582,0.0307,0.1627,0.0438,0.069,111000.0,0.5445,0.1381,True,2659416.34211,137,22231,705,2991
clim_sensor_drift,1,easy,signal,3128,26064,IsolationForest,0.8557,0.0358,0.1877,0.0607,0.0918,0.0,0.7515,0.2269,True,0.624375,190,22114,822,2938
clim_sensor_drift,1,easy,signal,3128,26064,Autoencoder,0.8453,0.0654,0.2838,0.1899,0.2275,0.0,0.8165,0.2858,True,0.927498,594,21437,1499,2534
clim_sensor_drift,1,easy,signal,3128,26064,LOF,0.7748,0.1684,0.2249,0.3584,0.2764,0.0,0.7451,0.2097,True,1.572448,1121,19073,3863,2007
clim_sensor_drift,2,easy,signal,3128,26064,ZScore,0.8721,0.0105,0.1268,0.0112,0.0206,184800.0,0.582,0.1558,True,168625000.0,35,22695,241,3093
clim_sensor_drift,2,easy,signal,3128,26064,RobustRollingZScore,0.8517,0.0344,0.0629,0.0169,0.0267,646800.0,0.5179,0.1192,True,2659416.34211,53,22147,789,3075
clim_sensor_drift,2,easy,signal,3128,26064,IsolationForest,0.8455,0.0395,0.0066,0.0019,0.003,728400.0,0.4497,0.0993,True,0.624375,6,22030,906,3122
clim_sensor_drift,2,easy,signal,3128,26064,Autoencoder,0.8143,0.0777,0.0378,0.0224,0.0281,307200.0,0.5827,0.1318,True,0.927498,70,21153,1783,3058
clim_sensor_drift,2,easy,signal,3128,26064,LOF,0.7095,0.2091,0.0684,0.1125,0.0851,94200.0,0.4557,0.1015,True,1.572448,352,18141,4795,2776
clim_sensor_drift,1,medium,signal,9904,26064,ZScore,0.622,0.0067,0.5978,0.0164,0.0318,1376400.0,0.615,0.4793,True,168625000.0,162,16051,109,9742
clim_sensor_drift,1,medium,signal,9904,26064,RobustRollingZScore,0.6095,0.0345,0.3373,0.0287,0.0529,600.0,0.5503,0.4043,True,2659416.34211,284,15602,558,9620
clim_sensor_drift,1,medium,signal,9904,26064,IsolationForest,0.6021,0.0451,0.2636,0.0264,0.0479,49200.0,0.5489,0.391,True,0.624375,261,15431,729,9643
