tag,variant,tier,target,n_anomaly,n_total,detector,accuracy,fpr,precision,recall,f1,latency_s,auc_roc,auc_pr,event_detected,threshold,tp,tn,fp,fn
ecg_baseline_wander,1,easy,signal,1800,15000,ZScore,0.8693,0.0135,0.0918,0.01,0.018,0.408,0.9236,0.4334,True,29.006872,18,13022,178,1782
ecg_baseline_wander,1,easy,signal,1800,15000,RobustRollingZScore,0.8478,0.0366,0.0,0.0,0.0,,0.4378,0.1016,False,916267.33051,0,12717,483,1800
ecg_baseline_wander,1,easy,signal,1800,15000,IsolationForest,0.9813,0.0181,0.8803,0.9767,0.926,0.369,0.9957,0.9472,True,0.590187,1758,12961,239,42
ecg_baseline_wander,1,easy,signal,1800,15000,Autoencoder,0.9601,0.0444,0.7531,0.9928,0.8565,0.253,0.9968,0.9656,True,0.606053,1787,12614,586,13
ecg_baseline_wander,1,easy,signal,1800,15000,LOF,0.9468,0.0594,0.6949,0.9922,0.8174,0.097,0.9985,0.9923,True,1.842166,1786,12416,784,14
ecg_baseline_wander,2,easy,signal,1800,15000,ZScore,0.8694,0.0135,0.0964,0.0106,0.019,0.272,0.9112,0.3933,True,29.006872,19,13022,178,1781
ecg_baseline_wander,2,easy,signal,1800,15000,RobustRollingZScore,0.8488,0.0358,0.0084,0.0022,0.0035,0.331,0.4925,0.1119,True,916267.33051,4,12728,472,1796
ecg_baseline_wander,2,easy,signal,1800,15000,IsolationForest,0.9807,0.0186,0.8771,0.9756,0.9237,0.739,0.9891,0.9251,True,0.590187,1756,12954,246,44
ecg_baseline_wander,2,easy,signal,1800,15000,Autoencoder,0.9569,0.0483,0.7375,0.9944,0.8469,0.194,0.9953,0.9549,True,0.606053,1790,12563,637,10
ecg_baseline_wander,2,easy,signal,1800,15000,LOF,0.9295,0.0783,0.632,0.9867,0.7705,0.194,0.9914,0.9653,True,1.842166,1776,12166,1034,24
ecg_baseline_wander,1,medium,signal,5700,15000,ZScore,0.6155,0.0144,0.33,0.0116,0.0224,0.681,0.9085,0.7143,True,29.006872,66,9166,134,5634
ecg_baseline_wander,1,medium,signal,5700,15000,RobustRollingZScore,0.6011,0.0384,0.1717,0.013,0.0241,0.039,0.4529,0.3361,True,916267.33051,74,8943,357,5626
ecg_baseline_wander,1,medium,signal,5700,15000,IsolationForest,0.9665,0.0176,0.9703,0.9405,0.9552,0.642,0.9926,0.9712,True,0.590187,5361,9136,164,339
ecg_baseline_wander,1,medium,signal,5700,15000,Autoencoder,0.9705,0.0446,0.9318,0.9953,0.9625,0.525,0.9954,0.9787,True,0.606053,5673,8885,415,27
ecg_baseline_wander,1,medium,signal,5700,15000,LOF,0.9593,0.0627,0.9068,0.9953,0.949,0.039,0.9972,0.9966,True,1.842166,5673,8717,583,27
ecg_baseline_wander,2,medium,signal,5700,15000,ZScore,0.6153,0.0144,0.3198,0.0111,0.0214,2.45,0.9098,0.7243,True,29.006872,63,9166,134,5637
ecg_baseline_wander,2,medium,signal,5700,15000,RobustRollingZScore,0.6057,0.0399,0.296,0.0274,0.0501,0.292,0.4888,0.3625,True,916267.33051,156,8929,371,5544
