tag,variant,tier,target,n_anomaly,n_total,detector,accuracy,fpr,precision,recall,f1,latency_s,auc_roc,auc_pr,event_detected,threshold,tp,tn,fp,fn
ecg_baseline_wander,1,easy,signal,1800,15000,ZScore,0.8642,0.0203,0.1037,0.0172,0.0295,1.497,0.8638,0.3241,True,29.905082,31,12932,268,1769
ecg_baseline_wander,1,easy,signal,1800,15000,RobustRollingZScore,0.8372,0.0486,0.0,0.0,0.0,,0.4408,0.1001,False,1282774.262715,0,12558,642,1800
ecg_baseline_wander,1,easy,signal,1800,15000,IsolationForest,0.8681,0.0145,0.0634,0.0072,0.013,1.478,0.9228,0.4621,True,0.643868,13,13008,192,1787
ecg_baseline_wander,1,easy,signal,1800,15000,Autoencoder,0.8957,0.0354,0.6009,0.3906,0.4734,1.478,0.8486,0.4241,True,0.617852,703,12733,467,1097
ecg_baseline_wander,1,easy,signal,1800,15000,LOF,0.9118,0.0577,0.6192,0.6883,0.6519,0.019,0.9417,0.5829,True,1.710035,1239,12438,762,561
ecg_baseline_wander,2,easy,signal,1800,15000,ZScore,0.8625,0.0212,0.0572,0.0094,0.0162,0.369,0.9324,0.4638,True,29.905082,17,12920,280,1783
ecg_baseline_wander,2,easy,signal,1800,15000,RobustRollingZScore,0.8333,0.0533,0.0028,0.0011,0.0016,0.253,0.5065,0.1138,True,1282774.262715,2,12497,703,1798
ecg_baseline_wander,2,easy,signal,1800,15000,IsolationForest,0.8752,0.0127,0.3626,0.0528,0.0921,0.369,0.9655,0.6386,True,0.643868,95,13033,167,1705
ecg_baseline_wander,2,easy,signal,1800,15000,Autoencoder,0.9407,0.0386,0.7358,0.7889,0.7614,0.292,0.9597,0.6648,True,0.617852,1420,12690,510,380
ecg_baseline_wander,2,easy,signal,1800,15000,LOF,0.9245,0.0726,0.6291,0.9028,0.7415,0.233,0.9647,0.6929,True,1.710035,1625,12242,958,175
ecg_baseline_wander,1,medium,signal,5700,15000,ZScore,0.6279,0.0099,0.6954,0.0368,0.07,2.333,0.8511,0.6735,True,29.905082,210,9208,92,5490
ecg_baseline_wander,1,medium,signal,5700,15000,RobustRollingZScore,0.5859,0.0595,0.0706,0.0074,0.0133,0.214,0.4436,0.3252,True,1282774.262715,42,8747,553,5658
ecg_baseline_wander,1,medium,signal,5700,15000,IsolationForest,0.6344,0.001,0.9615,0.0395,0.0758,2.333,0.912,0.8088,True,0.643868,225,9291,9,5475
ecg_baseline_wander,1,medium,signal,5700,15000,Autoencoder,0.6901,0.0158,0.8908,0.2104,0.3403,2.275,0.816,0.72,True,0.617852,1199,9153,147,4501
ecg_baseline_wander,1,medium,signal,5700,15000,LOF,0.7535,0.0561,0.8286,0.4428,0.5772,0.564,0.8777,0.8061,True,1.710035,2524,8778,522,3176
ecg_baseline_wander,2,medium,signal,5700,15000,ZScore,0.6287,0.0091,0.7167,0.0377,0.0717,0.719,0.8142,0.632,True,29.905082,215,9215,85,5485
ecg_baseline_wander,2,medium,signal,5700,15000,RobustRollingZScore,0.5856,0.0595,0.0627,0.0065,0.0118,0.019,0.4213,0.3159,True,1282774.262715,37,8747,553,5663
ecg_baseline_wander,2,medium,signal,5700,15000,IsolationForest,0.6347,0.001,0.9622,0.0402,0.0771,0.719,0.8721,0.7352,True,0.643868,229,9291,9,5471
