tag,variant,tier,target,n_anomaly,n_total,detector,accuracy,fpr,precision,recall,f1,latency_s,auc_roc,auc_pr,event_detected,threshold,tp,tn,fp,fn
ecg_baseline_wander,1,easy,signal,1800,15000,ZScore,0.9843,0.014,0.9043,0.9717,0.9368,0.642,0.9865,0.9135,True,1391011714.285621,1749,13015,185,51
ecg_baseline_wander,1,easy,signal,1800,15000,RobustRollingZScore,0.8389,0.0516,0.0859,0.0356,0.0503,0.681,0.6299,0.1653,True,549760.398306,64,12519,681,1736
ecg_baseline_wander,1,easy,signal,1800,15000,IsolationForest,0.9759,0.0269,0.8347,0.9961,0.9083,0.0,0.9972,0.9533,True,0.590946,1793,12845,355,7
ecg_baseline_wander,1,easy,signal,1800,15000,Autoencoder,0.9465,0.0608,0.6915,1.0,0.8176,0.0,0.9983,0.9661,True,0.591493,1800,12397,803,0
ecg_baseline_wander,1,easy,signal,1800,15000,LOF,0.8873,0.1177,0.5169,0.9239,0.6629,0.0,0.95,0.6509,True,1.496484,1663,11646,1554,137
ecg_baseline_wander,2,easy,signal,1800,15000,ZScore,0.9862,0.0133,0.9099,0.9822,0.9447,0.622,0.9891,0.9144,True,1391011714.285621,1768,13025,175,32
ecg_baseline_wander,2,easy,signal,1800,15000,RobustRollingZScore,0.8337,0.053,0.0071,0.0028,0.004,0.369,0.5937,0.1348,True,549760.398306,5,12500,700,1795
ecg_baseline_wander,2,easy,signal,1800,15000,IsolationForest,0.9606,0.0423,0.7598,0.9822,0.8568,0.622,0.9895,0.932,True,0.590946,1768,12641,559,32
ecg_baseline_wander,2,easy,signal,1800,15000,Autoencoder,0.91,0.1008,0.5723,0.9894,0.7252,0.369,0.995,0.9413,True,0.591493,1781,11869,1331,19
ecg_baseline_wander,2,easy,signal,1800,15000,LOF,0.8213,0.1965,0.3979,0.9522,0.5612,0.253,0.9159,0.4754,True,1.496484,1714,10606,2594,86
ecg_baseline_wander,1,medium,signal,5700,15000,ZScore,0.9337,0.0134,0.9748,0.8474,0.9066,0.681,0.9376,0.9165,True,1391011714.285621,4830,9175,125,870
ecg_baseline_wander,1,medium,signal,5700,15000,RobustRollingZScore,0.6063,0.0542,0.3724,0.0525,0.092,0.078,0.6581,0.4882,True,549760.398306,299,8796,504,5401
ecg_baseline_wander,1,medium,signal,5700,15000,IsolationForest,0.9785,0.0205,0.9668,0.9768,0.9718,0.311,0.9931,0.973,True,0.590946,5568,9109,191,132
ecg_baseline_wander,1,medium,signal,5700,15000,Autoencoder,0.9523,0.074,0.8918,0.9953,0.9407,0.525,0.9941,0.9748,True,0.591493,5673,8612,688,27
ecg_baseline_wander,1,medium,signal,5700,15000,LOF,0.8099,0.1458,0.7562,0.7377,0.7468,0.331,0.8992,0.8128,True,1.496484,4205,7944,1356,1495
ecg_baseline_wander,2,medium,signal,5700,15000,ZScore,0.8985,0.014,0.9707,0.7558,0.8499,0.992,0.9081,0.8761,True,1391011714.285621,4308,9170,130,1392
ecg_baseline_wander,2,medium,signal,5700,15000,RobustRollingZScore,0.6083,0.0538,0.3939,0.057,0.0996,1.633,0.6438,0.4806,True,549760.398306,325,8800,500,5375
ecg_baseline_wander,2,medium,signal,5700,15000,IsolationForest,0.9701,0.0194,0.9679,0.9528,0.9603,1.186,0.9863,0.9638,True,0.590946,5431,9120,180,269
ecg_baseline_wander,2,medium,signal,5700,15000,Autoencoder,0.9611,0.0572,0.9139,0.9911,0.9509,0.992,0.9928,0.9744,True,0.591493,5649,8768,532,51
ecg_baseline_wander,2,medium,signal,5700,15000,LOF,0.8301,0.11,0.8032,0.7325,0.7662,0.642,0.9286,0.8748,True,1.496484,4175,8277,1023,1525
ecg_baseline_wander,1,hard,signal,9300,15000,ZScore,0.5753,0.0219,0.9607,0.3285,0.4896,1.186,0.7185,0.7925,True,1391011714.285621,3055,5575,125,6245
ecg_baseline_wander,1,hard,signal,9300,15000,RobustRollingZScore,0.4203,0.0516,0.7534,0.0966,0.1712,0.467,0.6868,0.7551,True,549760.398306,898,5406,294,8402
ecg_baseline_wander,1,hard,signal,9300,15000,IsolationForest,0.6947,0.0314,0.9648,0.5269,0.6815,1.264,0.9321,0.9283,True,0.590946,4900,5521,179,4400
ecg_baseline_wander,1,hard,signal,9300,15000,Autoencoder,0.9392,0.0747,0.9539,0.9477,0.9508,1.069,0.971,0.9577,True,0.591493,8814,5274,426,486
ecg_baseline_wander,1,hard,signal,9300,15000,LOF,0.8396,0.1486,0.9014,0.8324,0.8655,0.506,0.9236,0.9404,True,1.496484,7741,4853,847,1559
ecg_baseline_wander,2,hard,signal,9300,15000,ZScore,0.8846,0.0196,0.9856,0.8259,0.8987,0.817,0.9331,0.9517,True,1391011714.285621,7681,5588,112,1619
ecg_baseline_wander,2,hard,signal,9300,15000,RobustRollingZScore,0.4103,0.0535,0.7133,0.0816,0.1465,1.536,0.6765,0.7408,True,549760.398306,759,5395,305,8541
ecg_baseline_wander,2,hard,signal,9300,15000,IsolationForest,0.8595,0.0202,0.9845,0.7858,0.874,1.011,0.9764,0.9641,True,0.590946,7308,5585,115,1992
ecg_baseline_wander,2,hard,signal,9300,15000,Autoencoder,0.9782,0.0347,0.9789,0.9861,0.9825,0.739,0.9841,0.9713,True,0.591493,9171,5502,198,129
ecg_baseline_wander,2,hard,signal,9300,15000,LOF,0.6624,0.0186,0.9762,0.4669,0.6317,0.408,0.9448,0.9594,True,1.496484,4342,5594,106,4958
ecg_electrode_dropout,1,easy,signal,1800,15000,ZScore,0.8727,0.0092,0.0833,0.0061,0.0114,1.711,0.5763,0.232,True,1391011714.285621,11,13079,121,1789
ecg_electrode_dropout,1,easy,signal,1800,15000,RobustRollingZScore,0.8345,0.0522,0.0101,0.0039,0.0056,1.711,0.3504,0.089,True,549760.398306,7,12511,689,1793
ecg_electrode_dropout,1,easy,signal,1800,15000,IsolationForest,0.9816,0.0164,0.8892,0.9672,0.9266,1.147,0.9876,0.8767,True,0.590946,1741,12983,217,59
ecg_electrode_dropout,1,easy,signal,1800,15000,Autoencoder,0.9555,0.0475,0.7373,0.9778,0.8407,0.778,0.9886,0.8669,True,0.591493,1760,12573,627,40
ecg_electrode_dropout,1,easy,signal,1800,15000,LOF,0.9111,0.0986,0.5759,0.9822,0.7261,0.0,0.9949,0.9654,True,1.496484,1768,11898,1302,32
ecg_electrode_dropout,2,easy,signal,1800,15000,ZScore,0.9877,0.0082,0.941,0.9578,0.9493,1.478,0.9864,0.9366,True,1391011714.285621,1724,13092,108,76
ecg_electrode_dropout,2,easy,signal,1800,15000,RobustRollingZScore,0.8337,0.0533,0.0126,0.005,0.0072,1.769,0.2263,0.0763,True,549760.398306,9,12497,703,1791
ecg_electrode_dropout,2,easy,signal,1800,15000,IsolationForest,0.9634,0.0364,0.7826,0.9622,0.8632,0.933,0.9833,0.8272,True,0.590946,1732,12719,481,68
ecg_electrode_dropout,2,easy,signal,1800,15000,Autoencoder,0.9131,0.097,0.5813,0.9872,0.7317,0.447,0.9924,0.8993,True,0.591493,1777,11920,1280,23
ecg_electrode_dropout,2,easy,signal,1800,15000,LOF,0.8341,0.1873,0.4191,0.9911,0.5891,0.078,0.9943,0.9724,True,1.496484,1784,10727,2473,16
ecg_electrode_dropout,1,medium,signal,5700,15000,ZScore,0.6127,0.0129,0.0769,0.0018,0.0034,1.692,0.5974,0.5931,True,1391011714.285621,10,9180,120,5690
ecg_electrode_dropout,1,medium,signal,5700,15000,RobustRollingZScore,0.5898,0.0495,0.015,0.0012,0.0023,1.886,0.2563,0.2608,True,549760.398306,7,8840,460,5693
ecg_electrode_dropout,1,medium,signal,5700,15000,IsolationForest,0.9634,0.0519,0.921,0.9884,0.9535,1.031,0.9806,0.927,True,0.590946,5634,8817,483,66
ecg_electrode_dropout,1,medium,signal,5700,15000,Autoencoder,0.9133,0.1371,0.8165,0.9954,0.8971,0.506,0.9918,0.9563,True,0.591493,5674,8025,1275,26
ecg_electrode_dropout,1,medium,signal,5700,15000,LOF,0.8295,0.2723,0.6915,0.9956,0.8161,0.175,0.9957,0.9907,True,1.496484,5675,6768,2532,25
ecg_electrode_dropout,2,medium,signal,5700,15000,ZScore,0.9888,0.0086,0.9859,0.9846,0.9853,1.711,0.9899,0.983,True,1391011714.285621,5612,9220,80,88
ecg_electrode_dropout,2,medium,signal,5700,15000,RobustRollingZScore,0.6067,0.0527,0.3726,0.0511,0.0898,0.544,0.4272,0.3516,True,549760.398306,291,8810,490,5409
ecg_electrode_dropout,2,medium,signal,5700,15000,IsolationForest,0.9883,0.0126,0.9797,0.9896,0.9846,1.05,0.9963,0.9928,True,0.590946,5641,9183,117,59
ecg_electrode_dropout,2,medium,signal,5700,15000,Autoencoder,0.9825,0.0247,0.961,0.9942,0.9773,0.642,0.9954,0.9772,True,0.591493,5667,9070,230,33
ecg_electrode_dropout,2,medium,signal,5700,15000,LOF,0.9863,0.0199,0.9685,0.9965,0.9823,0.019,0.9877,0.936,True,1.496484,5680,9115,185,20
ecg_electrode_dropout,1,hard,signal,9300,15000,ZScore,0.9888,0.0142,0.9913,0.9906,0.991,1.692,0.9884,0.9906,True,1391011714.285621,9213,5619,81,87
ecg_electrode_dropout,1,hard,signal,9300,15000,RobustRollingZScore,0.3926,0.0535,0.6183,0.0531,0.0978,0.019,0.4353,0.5985,True,549760.398306,494,5395,305,8806
ecg_electrode_dropout,1,hard,signal,9300,15000,IsolationForest,0.9843,0.0302,0.9817,0.9932,0.9874,1.108,0.996,0.9965,True,0.590946,9237,5528,172,63
ecg_electrode_dropout,1,hard,signal,9300,15000,Autoencoder,0.9537,0.1158,0.9335,0.9963,0.9639,0.661,0.9944,0.9854,True,0.591493,9266,5040,660,34
ecg_electrode_dropout,1,hard,signal,9300,15000,LOF,0.9142,0.2212,0.8803,0.9972,0.9351,0.058,0.8395,0.7694,True,1.496484,9274,4439,1261,26
ecg_electrode_dropout,2,hard,signal,9300,15000,ZScore,0.9886,0.0153,0.9906,0.991,0.9908,1.633,0.9911,0.9905,True,1391011714.285621,9216,5613,87,84
ecg_electrode_dropout,2,hard,signal,9300,15000,RobustRollingZScore,0.3606,0.0542,0.055,0.0019,0.0037,1.633,0.2793,0.4801,True,549760.398306,18,5391,309,9282
ecg_electrode_dropout,2,hard,signal,9300,15000,IsolationForest,0.9877,0.0221,0.9865,0.9938,0.9901,1.069,0.9883,0.9736,True,0.590946,9242,5574,126,58
ecg_electrode_dropout,2,hard,signal,9300,15000,Autoencoder,0.9725,0.0661,0.9609,0.9962,0.9782,0.681,0.9869,0.9651,True,0.591493,9265,5323,377,35
ecg_electrode_dropout,2,hard,signal,9300,15000,LOF,0.967,0.0826,0.9517,0.9974,0.974,0.194,0.995,0.9908,True,1.496484,9276,5229,471,24
ecg_emg_burst,1,easy,signal,1800,15000,ZScore,0.9671,0.0117,0.9041,0.8117,0.8554,0.583,0.9629,0.8621,True,1391011714.285621,1461,13045,155,339
ecg_emg_burst,1,easy,signal,1800,15000,RobustRollingZScore,0.8837,0.0543,0.5185,0.4289,0.4694,0.175,0.7682,0.5331,True,549760.398306,772,12483,717,1028
ecg_emg_burst,1,easy,signal,1800,15000,IsolationForest,0.9613,0.0432,0.7584,0.9939,0.8603,0.039,0.9955,0.9623,True,0.590946,1789,12630,570,11
ecg_emg_burst,1,easy,signal,1800,15000,Autoencoder,0.9083,0.1042,0.5668,1.0,0.7235,0.0,0.9972,0.9684,True,0.591493,1800,11824,1376,0
ecg_emg_burst,1,easy,signal,1800,15000,LOF,0.8287,0.1943,0.4117,0.9972,0.5828,0.0,0.9956,0.9441,True,1.496484,1795,10635,2565,5
ecg_emg_burst,2,easy,signal,1800,15000,ZScore,0.9653,0.0123,0.8989,0.8006,0.8469,0.292,0.9439,0.811,True,1391011714.285621,1441,13038,162,359
ecg_emg_burst,2,easy,signal,1800,15000,RobustRollingZScore,0.8777,0.0531,0.4876,0.3706,0.4211,0.0,0.6868,0.4599,True,549760.398306,667,12499,701,1133
ecg_emg_burst,2,easy,signal,1800,15000,IsolationForest,0.9799,0.022,0.8602,0.9944,0.9224,0.019,0.9983,0.9832,True,0.590946,1790,12909,291,10
ecg_emg_burst,2,easy,signal,1800,15000,Autoencoder,0.9444,0.0632,0.6834,1.0,0.8119,0.0,0.9987,0.9889,True,0.591493,1800,12366,834,0
ecg_emg_burst,2,easy,signal,1800,15000,LOF,0.8867,0.1288,0.5143,1.0,0.6792,0.0,0.9968,0.9614,True,1.496484,1800,11500,1700,0
ecg_emg_burst,1,medium,signal,5700,15000,ZScore,0.891,0.0143,0.9693,0.7365,0.837,0.136,0.9266,0.8983,True,1391011714.285621,4198,9167,133,1502
ecg_emg_burst,1,medium,signal,5700,15000,RobustRollingZScore,0.7225,0.0559,0.7983,0.3611,0.4972,0.039,0.7214,0.6911,True,549760.398306,2058,8780,520,3642
ecg_emg_burst,1,medium,signal,5700,15000,IsolationForest,0.9723,0.044,0.933,0.9989,0.9648,0.058,0.9941,0.9812,True,0.590946,5694,8891,409,6
