tag,variant,tier,target,n_anomaly,n_total,detector,accuracy,fpr,precision,recall,f1,latency_s,auc_roc,auc_pr,event_detected,threshold,tp,tn,fp,fn
clim_sensor_drift,1,easy,signal,3128,26063,ZScore,0.8655,0.0198,0.1463,0.0249,0.0426,249000.0,0.5201,0.1259,True,281041666.666667,78,22480,455,3050
clim_sensor_drift,1,easy,signal,3128,26063,RobustRollingZScore,0.8688,0.0155,0.1544,0.0208,0.0366,161400.0,0.5112,0.1273,True,10325534.699253,65,22579,356,3063
clim_sensor_drift,1,easy,signal,3128,26063,IsolationForest,0.8555,0.0358,0.1815,0.0582,0.0881,255600.0,0.7455,0.2147,True,0.624785,182,22114,821,2946
clim_sensor_drift,1,easy,signal,3128,26063,Autoencoder,0.8398,0.0581,0.1767,0.0914,0.1205,9000.0,0.7971,0.2514,True,1.004073,286,21602,1333,2842
clim_sensor_drift,1,easy,signal,3128,26063,LOF,0.7965,0.1622,0.2933,0.4936,0.3679,37800.0,0.8316,0.2818,True,1.762494,1544,19214,3721,1584
clim_sensor_drift,2,easy,signal,3128,26063,ZScore,0.8628,0.0214,0.0788,0.0134,0.0229,241200.0,0.519,0.1231,True,281041666.666667,42,22444,491,3086
clim_sensor_drift,2,easy,signal,3128,26063,RobustRollingZScore,0.8689,0.0155,0.1568,0.0211,0.0372,119400.0,0.5215,0.1292,True,10325534.699253,66,22580,355,3062
clim_sensor_drift,2,easy,signal,3128,26063,IsolationForest,0.8441,0.0413,0.0125,0.0038,0.0059,37200.0,0.4105,0.0959,True,0.624785,12,21987,948,3116
clim_sensor_drift,2,easy,signal,3128,26063,Autoencoder,0.8286,0.0616,0.0498,0.0237,0.0321,1260600.0,0.4812,0.1088,True,1.004073,74,21523,1412,3054
clim_sensor_drift,2,easy,signal,3128,26063,LOF,0.7124,0.2204,0.1197,0.2196,0.1549,28800.0,0.5714,0.1383,True,1.762494,687,17881,5054,2441
clim_sensor_drift,1,medium,signal,9904,26063,ZScore,0.6111,0.0237,0.2814,0.0151,0.0287,12000.0,0.5297,0.3906,True,281041666.666667,150,15776,383,9754
clim_sensor_drift,1,medium,signal,9904,26063,RobustRollingZScore,0.615,0.017,0.3468,0.0147,0.0283,91800.0,0.5469,0.4051,True,10325534.699253,146,15884,275,9758
clim_sensor_drift,1,medium,signal,9904,26063,IsolationForest,0.599,0.0476,0.2232,0.0223,0.0406,1228800.0,0.5887,0.4104,True,0.624785,221,15390,769,9683
clim_sensor_drift,1,medium,signal,9904,26063,Autoencoder,0.5993,0.0636,0.3217,0.0492,0.0853,2453400.0,0.5628,0.4022,True,1.004073,487,15132,1027,9417
clim_sensor_drift,1,medium,signal,9904,26063,LOF,0.6142,0.1744,0.4863,0.2694,0.3467,3600.0,0.5657,0.4252,True,1.762494,2668,13341,2818,7236
