tag,variant,tier,target,n_anomaly,n_total,detector,accuracy,fpr,precision,recall,f1,latency_s,auc_roc,auc_pr,event_detected,threshold,tp,tn,fp,fn
ecg_baseline_wander,1,easy,signal,1800,15000,ZScore,0.8731,0.0089,0.1128,0.0083,0.0155,2.294,0.8431,0.2772,True,38.314298,15,13082,118,1785
ecg_baseline_wander,1,easy,signal,1800,15000,RobustRollingZScore,0.8646,0.0177,0.0085,0.0011,0.002,31.811,0.4865,0.1089,True,916267.33051,2,12967,233,1798
ecg_baseline_wander,1,easy,signal,1800,15000,IsolationForest,0.9483,0.0085,0.9103,0.6317,0.7458,0.719,0.9826,0.8719,True,0.594899,1137,13088,112,663
ecg_baseline_wander,1,easy,signal,1800,15000,Autoencoder,0.9847,0.0134,0.9081,0.9711,0.9385,0.661,0.9933,0.9523,True,1.114735,1748,13023,177,52
ecg_baseline_wander,1,easy,signal,1800,15000,LOF,0.9646,0.0367,0.7834,0.9744,0.8685,0.428,0.9934,0.9636,True,1.98875,1754,12715,485,46
ecg_baseline_wander,2,easy,signal,1800,15000,ZScore,0.8735,0.0087,0.1353,0.01,0.0186,4.939,0.8219,0.2499,True,38.314298,18,13085,115,1782
ecg_baseline_wander,2,easy,signal,1800,15000,RobustRollingZScore,0.8658,0.0162,0.0047,0.0006,0.001,18.608,0.4795,0.1083,True,916267.33051,1,12986,214,1799
ecg_baseline_wander,2,easy,signal,1800,15000,IsolationForest,0.9237,0.0092,0.8644,0.4322,0.5763,0.933,0.9797,0.8008,True,0.594899,778,13078,122,1022
ecg_baseline_wander,2,easy,signal,1800,15000,Autoencoder,0.9823,0.0142,0.9016,0.9567,0.9283,0.875,0.9939,0.9199,True,1.114735,1722,13012,188,78
ecg_baseline_wander,2,easy,signal,1800,15000,LOF,0.9513,0.0507,0.7222,0.9661,0.8265,0.467,0.9853,0.9322,True,1.98875,1739,12531,669,61
ecg_baseline_wander,1,medium,signal,5700,15000,ZScore,0.6167,0.0098,0.3158,0.0074,0.0144,27.164,0.7971,0.5647,True,38.314298,42,9209,91,5658
ecg_baseline_wander,1,medium,signal,5700,15000,RobustRollingZScore,0.6106,0.0171,0.1017,0.0032,0.0061,1.867,0.495,0.3517,True,916267.33051,18,9141,159,5682
ecg_baseline_wander,1,medium,signal,5700,15000,IsolationForest,0.7549,0.0088,0.9625,0.3695,0.534,0.778,0.9725,0.9289,True,0.594899,2106,9218,82,3594
ecg_baseline_wander,1,medium,signal,5700,15000,Autoencoder,0.8643,0.0089,0.9783,0.6575,0.7865,0.778,0.9854,0.9644,True,1.114735,3748,9217,83,1952
ecg_baseline_wander,1,medium,signal,5700,15000,LOF,0.9237,0.034,0.9391,0.8546,0.8948,0.136,0.9819,0.9684,True,1.98875,4871,8984,316,829
ecg_baseline_wander,2,medium,signal,5700,15000,ZScore,0.6173,0.0094,0.3507,0.0082,0.0161,14.408,0.8048,0.5757,True,38.314298,47,9213,87,5653
ecg_baseline_wander,2,medium,signal,5700,15000,RobustRollingZScore,0.6128,0.0166,0.23,0.0081,0.0156,4.706,0.4968,0.36,True,916267.33051,46,9146,154,5654
ecg_baseline_wander,2,medium,signal,5700,15000,IsolationForest,0.7815,0.0087,0.9687,0.4393,0.6045,1.206,0.9696,0.9314,True,0.594899,2504,9219,81,3196
ecg_baseline_wander,2,medium,signal,5700,15000,Autoencoder,0.8657,0.0091,0.978,0.6616,0.7892,1.186,0.9816,0.9608,True,1.114735,3771,9215,85,1929
ecg_baseline_wander,2,medium,signal,5700,15000,LOF,0.9256,0.0344,0.9387,0.8604,0.8978,0.7,0.983,0.971,True,1.98875,4904,8980,320,796
ecg_baseline_wander,1,hard,signal,9300,15000,ZScore,0.3809,0.0104,0.553,0.0078,0.0155,1.458,0.7513,0.7425,True,38.314298,73,5641,59,9227
ecg_baseline_wander,1,hard,signal,9300,15000,RobustRollingZScore,0.3839,0.0154,0.6239,0.0157,0.0306,0.506,0.5187,0.6254,True,916267.33051,146,5612,88,9154
ecg_baseline_wander,1,hard,signal,9300,15000,IsolationForest,0.4937,0.0118,0.9636,0.1905,0.3182,1.439,0.905,0.9152,True,0.594899,1772,5633,67,7528
ecg_baseline_wander,1,hard,signal,9300,15000,Autoencoder,0.6012,0.0207,0.9668,0.3695,0.5346,1.4,0.8948,0.922,True,1.114735,3436,5582,118,5864
ecg_baseline_wander,1,hard,signal,9300,15000,LOF,0.8175,0.0561,0.9556,0.7401,0.8342,0.739,0.9469,0.9596,True,1.98875,6883,5380,320,2417
ecg_baseline_wander,2,hard,signal,9300,15000,ZScore,0.3801,0.0116,0.5075,0.0073,0.0144,1.886,0.7352,0.7203,True,38.314298,68,5634,66,9232
ecg_baseline_wander,2,hard,signal,9300,15000,RobustRollingZScore,0.378,0.014,0.3846,0.0054,0.0106,8.361,0.5046,0.5909,True,916267.33051,50,5620,80,9250
ecg_baseline_wander,2,hard,signal,9300,15000,IsolationForest,0.3964,0.0121,0.8203,0.0339,0.0651,1.206,0.9112,0.8929,True,0.594899,315,5631,69,8985
ecg_baseline_wander,2,hard,signal,9300,15000,Autoencoder,0.4666,0.0144,0.944,0.1485,0.2566,1.206,0.8874,0.8977,True,1.114735,1381,5618,82,7919
