tag,variant,tier,target,n_anomaly,n_total,detector,accuracy,fpr,precision,recall,f1,latency_s,auc_roc,auc_pr,event_detected,threshold,tp,tn,fp,fn
clim_sensor_drift,1,easy,signal,3128,26064,ZScore,0.866,0.0266,0.287,0.0786,0.1235,88800.0,0.5731,0.1661,True,140520833.333333,246,22325,611,2882
clim_sensor_drift,1,easy,signal,3128,26064,RobustRollingZScore,0.8647,0.021,0.1469,0.0265,0.0449,115800.0,0.5492,0.1374,True,2129092.842512,83,22454,482,3045
clim_sensor_drift,1,easy,signal,3128,26064,IsolationForest,0.8544,0.0535,0.3135,0.179,0.2279,9000.0,0.7332,0.2495,True,0.593793,560,21710,1226,2568
clim_sensor_drift,1,easy,signal,3128,26064,Autoencoder,0.8661,0.0716,0.4379,0.4089,0.4229,0.0,0.8405,0.3597,True,0.603605,1279,21294,1642,1849
clim_sensor_drift,1,easy,signal,3128,26064,LOF,0.8006,0.1316,0.2394,0.3037,0.2678,9000.0,0.737,0.2218,True,1.595648,950,19918,3018,2178
clim_sensor_drift,2,easy,signal,3128,26064,ZScore,0.8552,0.0321,0.1088,0.0288,0.0455,617400.0,0.593,0.1451,True,140520833.333333,90,22199,737,3038
clim_sensor_drift,2,easy,signal,3128,26064,RobustRollingZScore,0.8647,0.021,0.1469,0.0265,0.0449,6000.0,0.5638,0.1355,True,2129092.842512,83,22454,482,3045
clim_sensor_drift,2,easy,signal,3128,26064,IsolationForest,0.8212,0.0679,0.0158,0.008,0.0106,657000.0,0.456,0.1004,True,0.593793,25,21379,1557,3103
clim_sensor_drift,2,easy,signal,3128,26064,Autoencoder,0.7969,0.1005,0.0569,0.0444,0.0499,681600.0,0.5644,0.1271,True,0.603605,139,20631,2305,2989
clim_sensor_drift,2,easy,signal,3128,26064,LOF,0.7535,0.1577,0.0811,0.102,0.0903,6000.0,0.496,0.112,True,1.595648,319,19320,3616,2809
clim_sensor_drift,1,medium,signal,9904,26064,ZScore,0.6206,0.0251,0.5091,0.0425,0.0785,82800.0,0.6375,0.478,True,140520833.333333,421,15754,406,9483
clim_sensor_drift,1,medium,signal,9904,26064,RobustRollingZScore,0.6224,0.0156,0.554,0.0316,0.0598,110400.0,0.585,0.4393,True,2129092.842512,313,15908,252,9591
clim_sensor_drift,1,medium,signal,9904,26064,IsolationForest,0.5928,0.0756,0.2961,0.0519,0.0883,346200.0,0.5673,0.4035,True,0.593793,514,14938,1222,9390
clim_sensor_drift,1,medium,signal,9904,26064,Autoencoder,0.6035,0.0916,0.4151,0.1061,0.169,441000.0,0.6201,0.4402,True,0.603605,1051,14679,1481,8853
clim_sensor_drift,1,medium,signal,9904,26064,LOF,0.5947,0.151,0.4219,0.1798,0.2522,37200.0,0.5398,0.41,True,1.595648,1781,13720,2440,8123
clim_sensor_drift,2,medium,signal,9904,26064,ZScore,0.6208,0.0242,0.5131,0.0416,0.077,77400.0,0.6226,0.4646,True,140520833.333333,412,15769,391,9492
clim_sensor_drift,2,medium,signal,9904,26064,RobustRollingZScore,0.622,0.0159,0.5459,0.0312,0.059,94200.0,0.6021,0.4533,True,2129092.842512,309,15903,257,9595
clim_sensor_drift,2,medium,signal,9904,26064,IsolationForest,0.588,0.0689,0.1999,0.0281,0.0492,475800.0,0.5875,0.4126,True,0.593793,278,15047,1113,9626
clim_sensor_drift,2,medium,signal,9904,26064,Autoencoder,0.6229,0.0776,0.5147,0.1343,0.213,472800.0,0.6811,0.5053,True,0.603605,1330,14906,1254,8574
clim_sensor_drift,2,medium,signal,9904,26064,LOF,0.6006,0.1389,0.4364,0.1755,0.2503,123600.0,0.5802,0.4261,True,1.595648,1738,13915,2245,8166
clim_sensor_drift,1,hard,signal,16160,26064,ZScore,0.3915,0.0284,0.6736,0.0359,0.0682,1310400.0,0.6015,0.6807,True,140520833.333333,580,9623,281,15580
clim_sensor_drift,1,hard,signal,16160,26064,RobustRollingZScore,0.3925,0.012,0.7894,0.0276,0.0533,52800.0,0.5909,0.6851,True,2129092.842512,446,9785,119,15714
clim_sensor_drift,1,hard,signal,16160,26064,IsolationForest,0.3825,0.0943,0.5171,0.0619,0.1105,346800.0,0.5423,0.6197,True,0.593793,1000,8970,934,15160
clim_sensor_drift,1,hard,signal,16160,26064,Autoencoder,0.4008,0.1138,0.5971,0.1033,0.1762,782400.0,0.5496,0.6372,True,0.603605,1670,8777,1127,14490
clim_sensor_drift,1,hard,signal,16160,26064,LOF,0.3817,0.1991,0.5056,0.1248,0.2002,84000.0,0.4568,0.5731,True,1.595648,2017,7932,1972,14143
clim_sensor_drift,2,hard,signal,16160,26064,ZScore,0.3963,0.0203,0.757,0.0387,0.0737,603000.0,0.65,0.7195,True,140520833.333333,626,9703,201,15534
clim_sensor_drift,2,hard,signal,16160,26064,RobustRollingZScore,0.3959,0.0076,0.8673,0.0303,0.0586,6600.0,0.6045,0.7002,True,2129092.842512,490,9829,75,15670
clim_sensor_drift,2,hard,signal,16160,26064,IsolationForest,0.4149,0.034,0.7874,0.0772,0.1407,1084800.0,0.7351,0.7895,True,0.593793,1248,9567,337,14912
clim_sensor_drift,2,hard,signal,16160,26064,Autoencoder,0.4522,0.0272,0.8889,0.1332,0.2316,1179600.0,0.7732,0.8236,True,0.603605,2152,9635,269,14008
clim_sensor_drift,2,hard,signal,16160,26064,LOF,0.4722,0.0627,0.8297,0.1872,0.3055,54000.0,0.6789,0.7564,True,1.595648,3025,9283,621,13135
clim_stuck_sensor,1,easy,signal,3128,26064,ZScore,0.864,0.0271,0.2479,0.0655,0.1037,88200.0,0.5901,0.1725,True,140520833.333333,205,22314,622,2923
clim_stuck_sensor,1,easy,signal,3128,26064,RobustRollingZScore,0.8662,0.0203,0.1856,0.0339,0.0573,12000.0,0.5771,0.1502,True,2129092.842512,106,22471,465,3022
clim_stuck_sensor,1,easy,signal,3128,26064,IsolationForest,0.8476,0.0529,0.2341,0.1186,0.1574,143400.0,0.6748,0.1999,True,0.593793,371,21722,1214,2757
clim_stuck_sensor,1,easy,signal,3128,26064,Autoencoder,0.8537,0.0679,0.359,0.2788,0.3138,89400.0,0.8072,0.309,True,0.603605,872,21379,1557,2256
clim_stuck_sensor,1,easy,signal,3128,26064,LOF,0.7891,0.1311,0.1753,0.2043,0.1887,13800.0,0.6968,0.1833,True,1.595648,639,19929,3007,2489
clim_stuck_sensor,2,easy,signal,3128,26064,ZScore,0.9716,0.0313,0.812,0.993,0.8934,13200.0,0.9966,0.9943,True,140520833.333333,3106,22217,719,22
clim_stuck_sensor,2,easy,signal,3128,26064,RobustRollingZScore,0.8643,0.0212,0.1381,0.0249,0.0422,23400.0,0.5723,0.1379,True,2129092.842512,78,22449,487,3050
clim_stuck_sensor,2,easy,signal,3128,26064,IsolationForest,0.825,0.0655,0.0439,0.0221,0.0294,82800.0,0.4865,0.1123,True,0.593793,69,21433,1503,3059
clim_stuck_sensor,2,easy,signal,3128,26064,Autoencoder,0.9135,0.098,0.5814,0.9978,0.7347,4200.0,0.9991,0.9983,True,0.603605,3121,20689,2247,7
clim_stuck_sensor,2,easy,signal,3128,26064,LOF,0.7569,0.1486,0.0554,0.0639,0.0594,83400.0,0.4567,0.1016,True,1.595648,200,19528,3408,2928
clim_stuck_sensor,1,medium,signal,9904,26064,ZScore,0.6041,0.0384,0.2491,0.0208,0.0384,811200.0,0.4449,0.3467,True,140520833.333333,206,15539,621,9698
clim_stuck_sensor,1,medium,signal,9904,26064,RobustRollingZScore,0.6156,0.0213,0.401,0.0233,0.0441,11400.0,0.4793,0.3714,True,2129092.842512,231,15815,345,9673
clim_stuck_sensor,1,medium,signal,9904,26064,IsolationForest,0.565,0.0934,0.0479,0.0077,0.0132,1619400.0,0.3317,0.2829,True,0.593793,76,14651,1509,9828
clim_stuck_sensor,1,medium,signal,9904,26064,Autoencoder,0.5373,0.1387,0.0374,0.0088,0.0142,8400.0,0.3231,0.2784,True,0.603605,87,13918,2242,9817
clim_stuck_sensor,1,medium,signal,9904,26064,LOF,0.4913,0.2166,0.04,0.0147,0.0215,53400.0,0.2575,0.2602,True,1.595648,146,12660,3500,9758
clim_stuck_sensor,2,medium,signal,9904,26064,ZScore,0.982,0.0277,0.9567,0.9978,0.9768,13200.0,0.9986,0.9989,True,140520833.333333,9882,15713,447,22
clim_stuck_sensor,2,medium,signal,9904,26064,RobustRollingZScore,0.6191,0.0184,0.4781,0.0276,0.0521,12000.0,0.5639,0.4285,True,2129092.842512,273,15862,298,9631
clim_stuck_sensor,2,medium,signal,9904,26064,IsolationForest,0.6367,0.0244,0.6776,0.0836,0.1488,260400.0,0.7933,0.6609,True,0.593793,828,15766,394,9076
clim_stuck_sensor,2,medium,signal,9904,26064,Autoencoder,0.9855,0.023,0.9639,0.9993,0.9813,4200.0,0.9998,0.9998,True,0.603605,9897,15789,371,7
clim_stuck_sensor,2,medium,signal,9904,26064,LOF,0.6974,0.0438,0.7938,0.2752,0.4088,39000.0,0.8356,0.7097,True,1.595648,2726,15452,708,7178
clim_stuck_sensor,1,hard,signal,16160,26064,ZScore,0.3826,0.036,0.5435,0.0263,0.0502,222600.0,0.5172,0.6263,True,140520833.333333,425,9547,357,15735
clim_stuck_sensor,1,hard,signal,16160,26064,RobustRollingZScore,0.3903,0.0153,0.7352,0.0261,0.0504,12600.0,0.5137,0.6326,True,2129092.842512,422,9752,152,15738
