tag,variant,tier,target,n_anomaly,n_total,detector,accuracy,fpr,precision,recall,f1,latency_s,auc_roc,auc_pr,event_detected,threshold,tp,tn,fp,fn
clim_sensor_drift,1,easy,signal,3145,26208,ZScore,0.8738,0.0102,0.2362,0.0232,0.0423,19200.0,0.4927,0.1262,True,168625000.0,73,22827,236,3072
clim_sensor_drift,1,easy,signal,3145,26208,RobustRollingZScore,0.8719,0.0125,0.2066,0.0238,0.0428,93000.0,0.5551,0.1455,True,7846000.345058,75,22775,288,3070
clim_sensor_drift,1,easy,signal,3145,26208,IsolationForest,0.8538,0.0692,0.3631,0.2893,0.3221,290400.0,0.7362,0.2719,True,0.592469,910,21467,1596,2235
clim_sensor_drift,1,easy,signal,3145,26208,Autoencoder,0.8507,0.0705,0.3453,0.2725,0.3046,8400.0,0.7992,0.3039,True,0.881277,857,21438,1625,2288
clim_sensor_drift,1,easy,signal,3145,26208,LOF,0.7838,0.1731,0.2691,0.4674,0.3416,19200.0,0.7877,0.2766,True,1.819904,1470,19071,3992,1675
clim_sensor_drift,2,easy,signal,3145,26208,ZScore,0.8716,0.0121,0.1721,0.0184,0.0333,181200.0,0.592,0.1509,True,168625000.0,58,22784,279,3087
clim_sensor_drift,2,easy,signal,3145,26208,RobustRollingZScore,0.871,0.013,0.1736,0.02,0.0359,552600.0,0.5237,0.1314,True,7846000.345058,63,22763,300,3082
clim_sensor_drift,2,easy,signal,3145,26208,IsolationForest,0.7946,0.0983,0.0126,0.0092,0.0107,29400.0,0.4648,0.1022,True,0.592469,29,20796,2267,3116
clim_sensor_drift,2,easy,signal,3145,26208,Autoencoder,0.7993,0.0957,0.04,0.0293,0.0338,391200.0,0.5025,0.1098,True,0.881277,92,20856,2207,3053
clim_sensor_drift,2,easy,signal,3145,26208,LOF,0.707,0.2245,0.1108,0.2051,0.1438,31200.0,0.5184,0.1178,True,1.819904,645,17885,5178,2500
clim_sensor_drift,1,medium,signal,9959,26208,ZScore,0.6246,0.006,0.6909,0.022,0.0426,139200.0,0.6379,0.4982,True,168625000.0,219,16151,98,9740
clim_sensor_drift,1,medium,signal,9959,26208,RobustRollingZScore,0.6175,0.0132,0.4105,0.015,0.0289,0.0,0.5566,0.4174,True,7846000.345058,149,16035,214,9810
clim_sensor_drift,1,medium,signal,9959,26208,IsolationForest,0.5905,0.0963,0.3356,0.0793,0.1283,341400.0,0.5478,0.3897,True,0.592469,790,14685,1564,9169
clim_sensor_drift,1,medium,signal,9959,26208,Autoencoder,0.5889,0.097,0.3259,0.0765,0.1239,519600.0,0.5833,0.4087,True,0.881277,762,14673,1576,9197
clim_sensor_drift,1,medium,signal,9959,26208,LOF,0.5555,0.229,0.353,0.2038,0.2584,223800.0,0.5342,0.3852,True,1.819904,2030,12528,3721,7929
clim_sensor_drift,2,medium,signal,9959,26208,ZScore,0.6225,0.01,0.5842,0.023,0.0442,320400.0,0.5859,0.4459,True,168625000.0,229,16086,163,9730
clim_sensor_drift,2,medium,signal,9959,26208,RobustRollingZScore,0.617,0.0136,0.3912,0.0143,0.0275,1062600.0,0.5536,0.4159,True,7846000.345058,142,16028,221,9817
clim_sensor_drift,2,medium,signal,9959,26208,IsolationForest,0.6192,0.0681,0.495,0.1088,0.1785,345000.0,0.6269,0.4591,True,0.592469,1084,15143,1106,8875
clim_sensor_drift,2,medium,signal,9959,26208,Autoencoder,0.6194,0.0753,0.4965,0.1212,0.1948,256200.0,0.6503,0.4859,True,0.881277,1207,15025,1224,8752
