tag,variant,tier,target,n_anomaly,n_total,detector,accuracy,fpr,precision,recall,f1,latency_s,auc_roc,auc_pr,event_detected,threshold,tp,tn,fp,fn
ecg_baseline_wander,1,easy,signal,1800,15000,ZScore,0.9299,0.0765,0.6351,0.9767,0.7697,0.817,0.9432,0.6246,True,693771428.571383,1758,12190,1010,42
ecg_baseline_wander,1,easy,signal,1800,15000,RobustRollingZScore,0.8595,0.0233,0.0032,0.0006,0.0009,0.194,0.4501,0.1025,True,4439062.603271,1,12892,308,1799
ecg_baseline_wander,1,easy,signal,1800,15000,IsolationForest,0.9153,0.0358,0.6793,0.5567,0.6119,0.875,0.9594,0.6313,True,0.592295,1002,12727,473,798
ecg_baseline_wander,1,easy,signal,1800,15000,Autoencoder,0.9289,0.0502,0.678,0.7756,0.7235,1.264,0.9667,0.777,True,1.320305,1396,12537,663,404
ecg_baseline_wander,1,easy,signal,1800,15000,LOF,0.8907,0.1149,0.5252,0.9322,0.6719,0.039,0.964,0.7996,True,1.690927,1678,11683,1517,122
ecg_baseline_wander,2,easy,signal,1800,15000,ZScore,0.9303,0.077,0.6352,0.9839,0.772,0.564,0.9519,0.6313,True,693771428.571383,1771,12183,1017,29
ecg_baseline_wander,2,easy,signal,1800,15000,RobustRollingZScore,0.8609,0.0217,0.0,0.0,0.0,,0.4884,0.1123,False,4439062.603271,0,12913,287,1800
ecg_baseline_wander,2,easy,signal,1800,15000,IsolationForest,0.9473,0.0398,0.7451,0.8528,0.7953,0.972,0.973,0.7202,True,0.592295,1535,12675,525,265
ecg_baseline_wander,2,easy,signal,1800,15000,Autoencoder,0.9501,0.0508,0.7196,0.9567,0.8214,0.953,0.9885,0.9163,True,1.320305,1722,12529,671,78
ecg_baseline_wander,2,easy,signal,1800,15000,LOF,0.8901,0.1237,0.5222,0.9917,0.6842,0.292,0.9894,0.9349,True,1.690927,1785,11567,1633,15
ecg_baseline_wander,1,medium,signal,5700,15000,ZScore,0.8956,0.0969,0.8482,0.8833,0.8654,0.758,0.9002,0.8147,True,693771428.571383,5035,8399,901,665
ecg_baseline_wander,1,medium,signal,5700,15000,RobustRollingZScore,0.6093,0.0173,0.0,0.0,0.0,,0.4686,0.3406,False,4439062.603271,0,9139,161,5700
ecg_baseline_wander,1,medium,signal,5700,15000,IsolationForest,0.6601,0.0413,0.7197,0.173,0.2789,3.597,0.915,0.7667,True,0.592295,986,8916,384,4714
ecg_baseline_wander,1,medium,signal,5700,15000,Autoencoder,0.7319,0.0481,0.8262,0.3728,0.5138,2.858,0.9204,0.7929,True,1.320305,2125,8853,447,3575
ecg_baseline_wander,1,medium,signal,5700,15000,LOF,0.8463,0.1425,0.7808,0.8279,0.8036,0.564,0.9082,0.7904,True,1.690927,4719,7975,1325,981
ecg_baseline_wander,2,medium,signal,5700,15000,ZScore,0.8651,0.0941,0.8388,0.7986,0.8182,0.622,0.8684,0.781,True,693771428.571383,4552,8425,875,1148
ecg_baseline_wander,2,medium,signal,5700,15000,RobustRollingZScore,0.6071,0.0209,0.0051,0.0002,0.0003,0.331,0.4542,0.3337,True,4439062.603271,1,9106,194,5699
ecg_baseline_wander,2,medium,signal,5700,15000,IsolationForest,0.6537,0.0404,0.7009,0.1546,0.2533,1.225,0.9091,0.7552,True,0.592295,881,8924,376,4819
