tag,variant,tier,target,n_anomaly,n_total,detector,accuracy,fpr,precision,recall,f1,latency_s,auc_roc,auc_pr,event_detected,threshold,tp,tn,fp,fn
ecg_baseline_wander,1,easy,signal,1800,15000,ZScore,0.8747,0.007,0.1154,0.0067,0.0126,8.283,0.9,0.3637,True,34.822749,12,13108,92,1788
ecg_baseline_wander,1,easy,signal,1800,15000,RobustRollingZScore,0.8665,0.0155,0.0097,0.0011,0.002,19.075,0.5326,0.1219,True,896609.038351,2,12995,205,1798
ecg_baseline_wander,1,easy,signal,1800,15000,IsolationForest,0.9191,0.0135,0.8112,0.425,0.5578,1.4,0.9713,0.7836,True,0.629379,765,13022,178,1035
ecg_baseline_wander,1,easy,signal,1800,15000,Autoencoder,0.975,0.0253,0.8404,0.9772,0.9037,0.797,0.9909,0.9549,True,0.648904,1759,12866,334,41
ecg_baseline_wander,1,easy,signal,1800,15000,LOF,0.908,0.1014,0.5678,0.9767,0.7181,0.0,0.9894,0.9114,True,1.818562,1758,11862,1338,42
ecg_baseline_wander,2,easy,signal,1800,15000,ZScore,0.8755,0.0065,0.1731,0.01,0.0189,0.583,0.8869,0.3398,True,34.822749,18,13114,86,1782
ecg_baseline_wander,2,easy,signal,1800,15000,RobustRollingZScore,0.867,0.0148,0.0,0.0,0.0,,0.5606,0.1284,False,896609.038351,0,13005,195,1800
ecg_baseline_wander,2,easy,signal,1800,15000,IsolationForest,0.8857,0.0164,0.5827,0.1683,0.2612,0.875,0.9622,0.6468,True,0.629379,303,12983,217,1497
ecg_baseline_wander,2,easy,signal,1800,15000,Autoencoder,0.9772,0.0245,0.8465,0.9894,0.9124,0.369,0.9951,0.9638,True,0.648904,1781,12877,323,19
ecg_baseline_wander,2,easy,signal,1800,15000,LOF,0.8852,0.1278,0.5113,0.9806,0.6721,0.272,0.986,0.9194,True,1.818562,1765,11513,1687,35
ecg_baseline_wander,1,medium,signal,5700,15000,ZScore,0.6179,0.0072,0.3495,0.0063,0.0124,0.0,0.8757,0.6529,True,34.822749,36,9233,67,5664
ecg_baseline_wander,1,medium,signal,5700,15000,RobustRollingZScore,0.611,0.0163,0.1006,0.003,0.0058,0.486,0.536,0.3747,True,896609.038351,17,9148,152,5683
ecg_baseline_wander,1,medium,signal,5700,15000,IsolationForest,0.6793,0.0155,0.8778,0.1814,0.3007,0.894,0.959,0.8826,True,0.629379,1034,9156,144,4666
ecg_baseline_wander,1,medium,signal,5700,15000,Autoencoder,0.9714,0.0238,0.9613,0.9635,0.9624,0.583,0.9943,0.9816,True,0.648904,5492,9079,221,208
ecg_baseline_wander,1,medium,signal,5700,15000,LOF,0.9231,0.0946,0.8605,0.9521,0.904,0.486,0.9855,0.9784,True,1.818562,5427,8420,880,273
ecg_baseline_wander,2,medium,signal,5700,15000,ZScore,0.6179,0.0073,0.3524,0.0065,0.0127,2.625,0.8784,0.6605,True,34.822749,37,9232,68,5663
ecg_baseline_wander,2,medium,signal,5700,15000,RobustRollingZScore,0.6105,0.0175,0.1093,0.0035,0.0068,31.539,0.5445,0.3805,True,896609.038351,20,9137,163,5680
ecg_baseline_wander,2,medium,signal,5700,15000,IsolationForest,0.6931,0.0145,0.9012,0.216,0.3484,1.147,0.9599,0.8955,True,0.629379,1231,9165,135,4469
ecg_baseline_wander,2,medium,signal,5700,15000,Autoencoder,0.9643,0.0227,0.9622,0.9432,0.9526,0.739,0.9925,0.9797,True,0.648904,5376,9089,211,324
ecg_baseline_wander,2,medium,signal,5700,15000,LOF,0.925,0.0922,0.8637,0.953,0.9062,0.428,0.9869,0.9795,True,1.818562,5432,8443,857,268
