tag,variant,tier,target,n_anomaly,n_total,detector,accuracy,fpr,precision,recall,f1,latency_s,auc_roc,auc_pr,event_detected,threshold,tp,tn,fp,fn
clim_sensor_drift,1,easy,signal,3150,26247,ZScore,0.8569,0.0321,0.1559,0.0435,0.068,54000.0,0.5504,0.1372,True,140520833.333333,137,22355,742,3013
clim_sensor_drift,1,easy,signal,3150,26247,RobustRollingZScore,0.8592,0.0329,0.2211,0.0686,0.1047,600.0,0.5401,0.144,True,1174792.031303,216,22336,761,2934
clim_sensor_drift,1,easy,signal,3150,26247,IsolationForest,0.8684,0.0225,0.292,0.0679,0.1102,718800.0,0.7679,0.2703,True,0.641656,214,22578,519,2936
clim_sensor_drift,1,easy,signal,3150,26247,Autoencoder,0.8623,0.0371,0.3141,0.1248,0.1786,211800.0,0.7816,0.2838,True,1.792877,393,22239,858,2757
clim_sensor_drift,1,easy,signal,3150,26247,LOF,0.8262,0.1285,0.3442,0.4946,0.4059,1200.0,0.8372,0.3251,True,1.696851,1558,20128,2969,1592
clim_sensor_drift,2,easy,signal,3150,26247,ZScore,0.8535,0.0353,0.1274,0.0378,0.0583,31200.0,0.562,0.1355,True,140520833.333333,119,22282,815,3031
clim_sensor_drift,2,easy,signal,3150,26247,RobustRollingZScore,0.8489,0.0389,0.0845,0.0263,0.0402,19200.0,0.5377,0.1258,True,1174792.031303,83,22198,899,3067
clim_sensor_drift,2,easy,signal,3150,26247,IsolationForest,0.8566,0.0283,0.0564,0.0124,0.0203,498000.0,0.5524,0.1214,True,0.641656,39,22444,653,3111
clim_sensor_drift,2,easy,signal,3150,26247,Autoencoder,0.8389,0.0495,0.0538,0.0206,0.0298,360000.0,0.5477,0.1217,True,1.792877,65,21954,1143,3085
clim_sensor_drift,2,easy,signal,3150,26247,LOF,0.7316,0.1842,0.0776,0.1137,0.0922,93600.0,0.4845,0.1074,True,1.696851,358,18843,4254,2792
clim_sensor_drift,1,medium,signal,9974,26247,ZScore,0.6147,0.0327,0.4255,0.0395,0.0723,465000.0,0.6002,0.442,True,140520833.333333,394,15741,532,9580
clim_sensor_drift,1,medium,signal,9974,26247,RobustRollingZScore,0.6104,0.0377,0.3715,0.0364,0.0663,4800.0,0.5478,0.403,True,1174792.031303,363,15659,614,9611
clim_sensor_drift,1,medium,signal,9974,26247,IsolationForest,0.5981,0.0385,0.0779,0.0053,0.0099,586200.0,0.5624,0.3812,True,0.641656,53,15646,627,9921
clim_sensor_drift,1,medium,signal,9974,26247,Autoencoder,0.5913,0.0607,0.1915,0.0235,0.0418,688200.0,0.5751,0.3926,True,1.792877,234,15285,988,9740
clim_sensor_drift,1,medium,signal,9974,26247,LOF,0.5889,0.1893,0.4238,0.2271,0.2957,206400.0,0.5703,0.4072,True,1.696851,2265,13193,3080,7709
clim_sensor_drift,2,medium,signal,9974,26247,ZScore,0.6141,0.0331,0.4167,0.0386,0.0707,0.0,0.5798,0.4288,True,140520833.333333,385,15734,539,9589
clim_sensor_drift,2,medium,signal,9974,26247,RobustRollingZScore,0.612,0.0364,0.393,0.0385,0.0701,-102600.0,0.5416,0.4035,True,1174792.031303,384,15680,593,9590
clim_sensor_drift,2,medium,signal,9974,26247,IsolationForest,0.6044,0.032,0.1769,0.0112,0.0211,-102600.0,0.6467,0.4512,True,0.641656,112,15752,521,9862
clim_sensor_drift,2,medium,signal,9974,26247,Autoencoder,0.6011,0.0527,0.2958,0.0361,0.0643,0.0,0.6381,0.4476,True,1.792877,360,15416,857,9614
clim_sensor_drift,2,medium,signal,9974,26247,LOF,0.6379,0.1447,0.5454,0.2832,0.3728,-102600.0,0.6379,0.4736,True,1.696851,2825,13918,2355,7149
clim_sensor_drift,1,hard,signal,16273,26247,ZScore,0.3869,0.0368,0.5993,0.0337,0.0639,422400.0,0.5858,0.6647,True,140520833.333333,549,9607,367,15724
clim_sensor_drift,1,hard,signal,16273,26247,RobustRollingZScore,0.389,0.0372,0.6203,0.0372,0.0703,505800.0,0.5628,0.6547,True,1174792.031303,606,9603,371,15667
