tag,variant,tier,target,n_anomaly,n_total,detector,accuracy,fpr,precision,recall,f1,latency_s,auc_roc,auc_pr,event_detected,threshold,tp,tn,fp,fn
ecg_baseline_wander,1,easy,signal,1800,15000,ZScore,0.8567,0.0265,0.0,0.0,0.0,,0.787,0.3725,False,5897057142.85676,0,12850,350,1800
ecg_baseline_wander,1,easy,signal,1800,15000,RobustRollingZScore,0.8579,0.0253,0.006,0.0011,0.0019,0.447,0.4161,0.0958,True,2565548.525429,2,12866,334,1798
ecg_baseline_wander,1,easy,signal,1800,15000,IsolationForest,0.9408,0.0271,0.7801,0.7056,0.741,0.992,0.9697,0.7588,True,0.561711,1270,12842,358,530
ecg_baseline_wander,1,easy,signal,1800,15000,Autoencoder,0.9539,0.0444,0.743,0.9411,0.8304,0.681,0.9858,0.8825,True,0.653037,1694,12614,586,106
ecg_baseline_wander,1,easy,signal,1800,15000,LOF,0.895,0.118,0.5337,0.9906,0.6936,0.0,0.9826,0.772,True,1.450399,1783,11642,1558,17
ecg_baseline_wander,2,easy,signal,1800,15000,ZScore,0.859,0.0239,0.0032,0.0006,0.0009,0.311,0.7792,0.368,True,5897057142.85676,1,12884,316,1799
ecg_baseline_wander,2,easy,signal,1800,15000,RobustRollingZScore,0.8576,0.0255,0.003,0.0006,0.0009,0.311,0.4431,0.1008,True,2565548.525429,1,12863,337,1799
ecg_baseline_wander,2,easy,signal,1800,15000,IsolationForest,0.9555,0.029,0.7983,0.8422,0.8197,0.836,0.9793,0.8633,True,0.561711,1516,12817,383,284
ecg_baseline_wander,2,easy,signal,1800,15000,Autoencoder,0.9576,0.0464,0.7437,0.9867,0.8481,0.467,0.9925,0.9295,True,0.653037,1776,12588,612,24
ecg_baseline_wander,2,easy,signal,1800,15000,LOF,0.862,0.1552,0.4647,0.9883,0.6322,0.35,0.9818,0.7874,True,1.450399,1779,11151,2049,21
ecg_baseline_wander,1,medium,signal,5700,15000,ZScore,0.6074,0.0209,0.0251,0.0009,0.0017,8.633,0.7623,0.6963,True,5897057142.85676,5,9106,194,5695
ecg_baseline_wander,1,medium,signal,5700,15000,RobustRollingZScore,0.6053,0.0242,0.0175,0.0007,0.0013,8.633,0.3923,0.303,True,2565548.525429,4,9075,225,5696
ecg_baseline_wander,1,medium,signal,5700,15000,IsolationForest,0.6571,0.0301,0.7493,0.1468,0.2456,0.369,0.9226,0.7898,True,0.561711,837,9020,280,4863
ecg_baseline_wander,1,medium,signal,5700,15000,Autoencoder,0.8529,0.0439,0.9053,0.6846,0.7796,0.35,0.9267,0.8771,True,0.653037,3902,8892,408,1798
ecg_baseline_wander,1,medium,signal,5700,15000,LOF,0.8928,0.1369,0.8082,0.9412,0.8697,0.253,0.9605,0.9062,True,1.450399,5365,8027,1273,335
ecg_baseline_wander,2,medium,signal,5700,15000,ZScore,0.6067,0.022,0.0238,0.0009,0.0017,0.0,0.7475,0.6672,True,5897057142.85676,5,9095,205,5695
ecg_baseline_wander,2,medium,signal,5700,15000,RobustRollingZScore,0.6057,0.0245,0.0539,0.0023,0.0044,0.214,0.4017,0.3076,True,2565548.525429,13,9072,228,5687
ecg_baseline_wander,2,medium,signal,5700,15000,IsolationForest,0.6424,0.0304,0.6863,0.1086,0.1875,0.661,0.9218,0.7815,True,0.561711,619,9017,283,5081
ecg_baseline_wander,2,medium,signal,5700,15000,Autoencoder,0.8467,0.0378,0.9142,0.6582,0.7654,0.642,0.9278,0.8762,True,0.653037,3752,8948,352,1948
ecg_baseline_wander,2,medium,signal,5700,15000,LOF,0.9055,0.1127,0.8357,0.9353,0.8827,0.408,0.9631,0.909,True,1.450399,5331,8252,1048,369
ecg_baseline_wander,1,hard,signal,9300,15000,ZScore,0.3821,0.0167,0.5721,0.0137,0.0267,22.828,0.6457,0.7134,True,5897057142.85676,127,5605,95,9173
ecg_baseline_wander,1,hard,signal,9300,15000,RobustRollingZScore,0.3822,0.0209,0.5609,0.0163,0.0318,0.369,0.5172,0.617,True,2565548.525429,152,5581,119,9148
ecg_baseline_wander,1,hard,signal,9300,15000,IsolationForest,0.4089,0.023,0.8118,0.0608,0.113,2.003,0.7609,0.791,True,0.561711,565,5569,131,8735
ecg_baseline_wander,1,hard,signal,9300,15000,Autoencoder,0.5283,0.0561,0.8883,0.2737,0.4184,1.925,0.7749,0.8216,True,0.653037,2545,5380,320,6755
ecg_baseline_wander,1,hard,signal,9300,15000,LOF,0.7058,0.1516,0.8694,0.6184,0.7227,0.681,0.8479,0.8667,True,1.450399,5751,4836,864,3549
ecg_baseline_wander,2,hard,signal,9300,15000,ZScore,0.3708,0.0242,0.0,0.0,0.0,,0.7526,0.8477,False,5897057142.85676,0,5562,138,9300
ecg_baseline_wander,2,hard,signal,9300,15000,RobustRollingZScore,0.3701,0.0274,0.0429,0.0008,0.0015,49.642,0.4021,0.5266,True,2565548.525429,7,5544,156,9293
ecg_baseline_wander,2,hard,signal,9300,15000,IsolationForest,0.4107,0.0193,0.8382,0.0613,0.1142,0.661,0.8442,0.8482,True,0.561711,570,5590,110,8730
ecg_baseline_wander,2,hard,signal,9300,15000,Autoencoder,0.5661,0.0354,0.9368,0.3219,0.4792,0.603,0.8641,0.8786,True,0.653037,2994,5498,202,6306
ecg_baseline_wander,2,hard,signal,9300,15000,LOF,0.8369,0.0586,0.9556,0.7728,0.8545,0.447,0.9523,0.9421,True,1.450399,7187,5366,334,2113
ecg_electrode_dropout,1,easy,signal,1800,15000,ZScore,0.9711,0.0255,0.8352,0.9461,0.8872,1.614,0.9833,0.9657,True,5897057142.85676,1703,12864,336,97
ecg_electrode_dropout,1,easy,signal,1800,15000,RobustRollingZScore,0.8577,0.0261,0.0255,0.005,0.0084,0.408,0.3521,0.0908,True,2565548.525429,9,12856,344,1791
ecg_electrode_dropout,1,easy,signal,1800,15000,IsolationForest,0.9709,0.0264,0.831,0.9506,0.8868,1.614,0.9841,0.9709,True,0.561711,1711,12852,348,89
ecg_electrode_dropout,1,easy,signal,1800,15000,Autoencoder,0.9752,0.0238,0.8473,0.9678,0.9035,1.128,0.9879,0.9774,True,0.653037,1742,12886,314,58
ecg_electrode_dropout,1,easy,signal,1800,15000,LOF,0.9057,0.1058,0.5606,0.9894,0.7157,0.078,0.9956,0.9866,True,1.450399,1781,11804,1396,19
ecg_electrode_dropout,2,easy,signal,1800,15000,ZScore,0.9731,0.0231,0.848,0.945,0.8939,1.925,0.9766,0.9569,True,5897057142.85676,1701,12895,305,99
ecg_electrode_dropout,2,easy,signal,1800,15000,RobustRollingZScore,0.8577,0.026,0.0228,0.0044,0.0074,1.867,0.3132,0.0843,True,2565548.525429,8,12857,343,1792
ecg_electrode_dropout,2,easy,signal,1800,15000,IsolationForest,0.9721,0.0248,0.839,0.9494,0.8908,1.769,0.9779,0.966,True,0.561711,1709,12872,328,91
ecg_electrode_dropout,2,easy,signal,1800,15000,Autoencoder,0.9837,0.0139,0.9043,0.9661,0.9342,1.186,0.9933,0.9815,True,0.653037,1739,13016,184,61
ecg_electrode_dropout,2,easy,signal,1800,15000,LOF,0.8725,0.1424,0.4846,0.9822,0.649,0.175,0.9916,0.9801,True,1.450399,1768,11320,1880,32
ecg_electrode_dropout,1,medium,signal,5700,15000,ZScore,0.6097,0.0168,0.0127,0.0004,0.0007,1.828,0.4773,0.4278,True,5897057142.85676,2,9144,156,5698
ecg_electrode_dropout,1,medium,signal,5700,15000,RobustRollingZScore,0.6053,0.0245,0.0298,0.0012,0.0024,0.175,0.3208,0.2832,True,2565548.525429,7,9072,228,5693
ecg_electrode_dropout,1,medium,signal,5700,15000,IsolationForest,0.8136,0.019,0.9457,0.5405,0.6879,0.622,0.9804,0.9189,True,0.561711,3081,9123,177,2619
ecg_electrode_dropout,1,medium,signal,5700,15000,Autoencoder,0.9642,0.0526,0.9204,0.9916,0.9546,0.933,0.9878,0.943,True,0.653037,5652,8811,489,48
ecg_electrode_dropout,1,medium,signal,5700,15000,LOF,0.8696,0.207,0.7465,0.9946,0.8529,0.0,0.9875,0.9548,True,1.450399,5669,7375,1925,31
ecg_electrode_dropout,2,medium,signal,5700,15000,ZScore,0.6119,0.0258,0.3296,0.0207,0.039,1.906,0.7872,0.6447,True,5897057142.85676,118,9060,240,5582
ecg_electrode_dropout,2,medium,signal,5700,15000,RobustRollingZScore,0.6116,0.0283,0.3425,0.024,0.0449,1.906,0.37,0.3199,True,2565548.525429,137,9037,263,5563
ecg_electrode_dropout,2,medium,signal,5700,15000,IsolationForest,0.9757,0.0324,0.9493,0.9888,0.9686,1.244,0.9936,0.9812,True,0.561711,5636,8999,301,64
ecg_electrode_dropout,2,medium,signal,5700,15000,Autoencoder,0.9753,0.0354,0.9451,0.9928,0.9683,0.797,0.9929,0.9697,True,0.653037,5659,8971,329,41
ecg_electrode_dropout,2,medium,signal,5700,15000,LOF,0.9621,0.057,0.9144,0.9933,0.9522,0.408,0.9918,0.9767,True,1.450399,5662,8770,530,38
ecg_electrode_dropout,1,hard,signal,9300,15000,ZScore,0.3903,0.0181,0.7139,0.0276,0.0532,1.906,0.8321,0.8408,True,5897057142.85676,257,5597,103,9043
ecg_electrode_dropout,1,hard,signal,9300,15000,RobustRollingZScore,0.3892,0.0239,0.6683,0.0295,0.0564,0.603,0.3998,0.5744,True,2565548.525429,274,5564,136,9026
ecg_electrode_dropout,1,hard,signal,9300,15000,IsolationForest,0.9869,0.0268,0.9837,0.9953,0.9895,0.564,0.9929,0.9867,True,0.561711,9256,5547,153,44
ecg_electrode_dropout,1,hard,signal,9300,15000,Autoencoder,0.9711,0.0711,0.9581,0.9969,0.9771,0.564,0.992,0.9807,True,0.653037,9271,5295,405,29
